@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
332,'2023/12/21 01:00:41:775',7,30,39,1.845,72,77,79,57,0.693703,0.148702
333,'2023/12/21 01:00:41:793',7,30,39,1.845,72,77,79,57,0.693703,0.148702
334,'2023/12/21 01:00:41:809',7,30,39,1.845,72,77,79,57,0.693703,0.148702
335,'2023/12/21 01:00:41:827',7,30,39,1.845,72,77,79,57,0.693703,0.148702
336,'2023/12/21 01:00:41:843',7,30,39,1.845,72,77,79,57,0.693703,0.148702
337,'2023/12/21 01:00:41:860',7,30,39,1.845,72,77,79,57,0.693703,0.148702
338,'2023/12/21 01:00:41:873',7,30,39,1.845,72,77,79,57,0.693703,0.148702
339,'2023/12/21 01:00:41:893',7,30,39,1.845,72,77,79,57,0.693703,0.148702
340,'2023/12/21 01:00:41:909',7,30,39,1.845,72,77,79,57,0.693703,0.148702
341,'2023/12/21 01:00:41:927',7,30,39,1.845,72,77,79,57,0.693703,0.148702
342,'2023/12/21 01:00:41:944',7,30,39,1.845,72,77,79,57,0.693703,0.148702
343,'2023/12/21 01:00:41:962',7,30,39,1.845,72,77,79,57,0.693703,0.148702
344,'2023/12/21 01:00:41:978',7,30,39,1.845,72,77,79,57,0.693703,0.148702
345,'2023/12/21 01:00:41:994',7,30,39,1.845,72,77,79,57,0.693703,0.148702
346,'2023/12/21 01:00:42:011',7,30,39,1.845,72,77,79,57,0.693703,0.148702
347,'2023/12/21 01:00:42:028',7,30,39,1.845,72,77,79,57,0.693703,0.148702
348,'2023/12/21 01:00:42:044',7,30,39,1.845,72,77,79,57,0.693703,0.148702
349,'2023/12/21 01:00:42:062',7,30,39,1.845,72,77,79,57,0.693703,0.148702
350,'2023/12/21 01:00:42:078',7,30,39,1.845,72,77,79,57,0.693703,0.148702
351,'2023/12/21 01:00:42:095',7,30,39,1.845,72,77,79,57,0.693703,0.148702
352,'2023/12/21 01:00:42:109',7,30,39,1.845,72,77,79,57,0.693703,0.148702
353,'2023/12/21 01:00:42:128',7,30,39,1.845,72,77,79,57,0.693703,0.148702
354,'2023/12/21 01:00:42:144',7,30,39,1.845,72,77,79,57,0.693703,0.148702
355,'2023/12/21 01:00:42:162',7,30,39,1.845,72,77,79,57,0.693703,0.148702
356,'2023/12/21 01:00:42:178',7,30,39,1.845,72,77,79,57,0.693703,0.148702
357,'2023/12/21 01:00:42:196',7,30,39,1.845,72,77,79,57,0.693703,0.148702
358,'2023/12/21 01:00:42:212',7,30,39,1.845,72,77,79,57,0.693703,0.148702
359,'2023/12/21 01:00:42:228',7,30,39,1.845,72,77,79,57,0.693703,0.148702
360,'2023/12/21 01:00:42:243',7,30,39,1.845,72,77,79,57,0.693703,0.148702
361,'2023/12/21 01:00:42:263',7,30,39,1.845,72,77,79,57,0.693703,0.148702
362,'2023/12/21 01:00:42:280',7,30,39,1.845,72,77,79,57,0.693703,0.148702
363,'2023/12/21 01:00:42:298',7,30,39,1.845,72,77,79,57,0.693703,0.148702
364,'2023/12/21 01:00:42:318',7,30,39,1.845,72,77,79,57,0.693703,0.148702
365,'2023/12/21 01:00:42:338',7,30,39,1.845,72,77,79,57,0.693703,0.148702
366,'2023/12/21 01:00:42:357',7,30,39,1.845,72,77,79,57,0.693703,0.148702
367,'2023/12/21 01:00:42:375',7,30,39,1.845,72,77,79,57,0.693703,0.148702
368,'2023/12/21 01:00:42:396',7,30,39,1.845,72,77,79,57,0.693703,0.148702
369,'2023/12/21 01:00:42:413',7,30,39,1.845,72,77,79,57,0.693703,0.148702
370,'2023/12/21 01:00:46:164',8,24,39,1.845,72,77,79,57,0.693703,0.148702
371,'2023/12/21 01:00:46:192',8,24,39,1.845,72,77,79,57,0.693703,0.148702
372,'2023/12/21 01:00:46:209',8,24,39,1.845,72,77,79,57,0.693703,0.148702
373,'2023/12/21 01:00:46:227',8,24,39,1.845,72,77,79,57,0.693703,0.148702
374,'2023/12/21 01:00:46:246',8,24,39,1.845,72,77,79,57,0.693703,0.148702
375,'2023/12/21 01:00:46:264',8,24,39,1.845,72,77,79,57,0.693703,0.148702
376,'2023/12/21 01:00:46:283',8,24,39,1.845,72,77,79,57,0.693703,0.148702
377,'2023/12/21 01:00:46:301',8,24,39,1.845,72,77,79,57,0.693703,0.148702
378,'2023/12/21 01:00:46:319',8,24,39,1.845,72,77,79,57,0.693703,0.148702
379,'2023/12/21 01:00:46:341',8,24,39,1.845,72,77,79,57,0.693703,0.148702
380,'2023/12/21 01:00:46:362',8,24,39,1.845,72,77,79,57,0.693703,0.148702
381,'2023/12/21 01:00:46:376',8,24,39,1.845,72,77,79,57,0.693703,0.148702
382,'2023/12/21 01:00:46:394',8,24,39,1.845,72,77,79,57,0.693703,0.148702
383,'2023/12/21 01:00:46:410',8,24,39,1.845,72,77,79,57,0.693703,0.148702
384,'2023/12/21 01:00:46:427',8,24,39,1.845,72,77,79,57,0.693703,0.148702
385,'2023/12/21 01:00:46:453',8,24,39,1.845,72,77,79,57,0.693703,0.148702
386,'2023/12/21 01:00:46:474',8,24,39,1.845,72,77,79,57,0.693703,0.148702
387,'2023/12/21 01:00:46:492',8,24,39,1.845,72,77,79,57,0.693703,0.148702
388,'2023/12/21 01:00:46:506',8,24,39,1.845,72,77,79,57,0.693703,0.148702
389,'2023/12/21 01:00:46:525',8,24,39,1.845,72,77,79,57,0.693703,0.148702
390,'2023/12/21 01:00:46:542',8,24,39,1.845,72,77,79,57,0.693703,0.148702
391,'2023/12/21 01:00:46:560',8,24,39,1.845,72,77,79,57,0.693703,0.148702
392,'2023/12/21 01:00:46:577',8,24,39,1.845,72,77,79,57,0.693703,0.148702
393,'2023/12/21 01:00:46:594',8,24,39,1.845,72,77,79,57,0.693703,0.148702
394,'2023/12/21 01:00:46:609',8,24,39,1.845,72,77,79,57,0.693703,0.148702
395,'2023/12/21 01:00:46:625',8,24,39,1.845,72,77,79,57,0.693703,0.148702
396,'2023/12/21 01:00:46:643',8,24,39,1.845,72,77,79,57,0.693703,0.148702
397,'2023/12/21 01:00:46:661',8,24,39,1.845,72,77,79,57,0.693703,0.148702
398,'2023/12/21 01:00:46:679',8,24,39,1.845,72,77,79,57,0.693703,0.148702
399,'2023/12/21 01:00:46:696',8,24,39,1.845,72,77,79,57,0.693703,0.148702
400,'2023/12/21 01:00:46:715',8,24,39,1.845,72,77,79,57,0.693703,0.148702
401,'2023/12/21 01:00:46:732',8,24,39,1.845,72,77,79,57,0.693703,0.148702
402,'2023/12/21 01:00:46:758',8,24,39,1.845,72,77,79,57,0.693703,0.148702
403,'2023/12/21 01:00:46:856',8,24,39,1.845,72,77,79,57,0.693703,0.148702
404,'2023/12/21 01:00:46:910',8,24,39,1.845,72,77,79,57,0.693703,0.148702
405,'2023/12/21 01:00:46:928',8,24,39,1.845,72,77,79,57,0.693703,0.148702
406,'2023/12/21 01:01:09:117',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
407,'2023/12/21 01:01:09:143',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
408,'2023/12/21 01:01:09:160',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
409,'2023/12/21 01:01:09:179',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
410,'2023/12/21 01:01:09:195',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
411,'2023/12/21 01:01:09:215',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
412,'2023/12/21 01:01:09:234',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
413,'2023/12/21 01:01:09:253',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
414,'2023/12/21 01:01:09:274',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
415,'2023/12/21 01:01:09:296',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
416,'2023/12/21 01:01:09:315',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
417,'2023/12/21 01:01:09:331',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
418,'2023/12/21 01:01:09:350',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
419,'2023/12/21 01:01:09:371',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
420,'2023/12/21 01:01:09:390',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
421,'2023/12/21 01:01:09:410',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
422,'2023/12/21 01:01:09:426',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
423,'2023/12/21 01:01:09:444',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
424,'2023/12/21 01:01:09:458',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
425,'2023/12/21 01:01:09:476',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
426,'2023/12/21 01:01:09:493',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
427,'2023/12/21 01:01:09:516',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
428,'2023/12/21 01:01:09:542',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
429,'2023/12/21 01:01:09:562',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
430,'2023/12/21 01:01:09:605',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
431,'2023/12/21 01:01:09:626',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
432,'2023/12/21 01:01:09:649',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
433,'2023/12/21 01:01:09:674',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
434,'2023/12/21 01:01:09:693',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
435,'2023/12/21 01:01:09:714',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
436,'2023/12/21 01:01:09:732',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
437,'2023/12/21 01:01:09:751',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
438,'2023/12/21 01:01:09:767',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
439,'2023/12/21 01:01:09:787',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
440,'2023/12/21 01:01:09:806',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
441,'2023/12/21 01:01:09:823',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
442,'2023/12/21 01:01:09:841',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
443,'2023/12/21 01:01:09:858',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
444,'2023/12/21 01:01:09:875',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
445,'2023/12/21 01:01:09:888',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
446,'2023/12/21 01:01:09:908',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
447,'2023/12/21 01:01:09:926',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
448,'2023/12/21 01:01:09:944',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
449,'2023/12/21 01:01:09:960',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
450,'2023/12/21 01:01:09:979',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
451,'2023/12/21 01:01:09:995',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
452,'2023/12/21 01:01:10:011',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
453,'2023/12/21 01:01:10:029',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
454,'2023/12/21 01:01:10:047',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
455,'2023/12/21 01:01:10:064',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
456,'2023/12/21 01:01:10:082',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
457,'2023/12/21 01:01:10:101',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
458,'2023/12/21 01:01:10:121',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
459,'2023/12/21 01:01:10:136',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
460,'2023/12/21 01:01:10:155',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
461,'2023/12/21 01:01:10:172',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
462,'2023/12/21 01:01:10:189',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
463,'2023/12/21 01:01:10:209',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
464,'2023/12/21 01:01:10:228',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
465,'2023/12/21 01:01:10:246',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
466,'2023/12/21 01:01:10:262',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
467,'2023/12/21 01:01:10:280',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
468,'2023/12/21 01:01:10:298',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
469,'2023/12/21 01:01:10:317',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
470,'2023/12/21 01:01:10:339',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
471,'2023/12/21 01:01:10:355',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
472,'2023/12/21 01:01:10:388',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
473,'2023/12/21 01:01:10:402',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
474,'2023/12/21 01:01:10:422',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
475,'2023/12/21 01:01:10:441',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
476,'2023/12/21 01:01:10:459',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
477,'2023/12/21 01:01:10:479',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
478,'2023/12/21 01:01:10:495',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
479,'2023/12/21 01:01:10:518',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
480,'2023/12/21 01:01:10:532',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
481,'2023/12/21 01:01:10:553',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
482,'2023/12/21 01:01:10:569',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
483,'2023/12/21 01:01:10:587',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
484,'2023/12/21 01:01:10:605',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
485,'2023/12/21 01:01:10:624',9,22,26,1.665,28,29.999998,21,47,0.183462,0.246342
486,'2023/12/21 01:01:54:433',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
487,'2023/12/21 01:01:54:449',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
488,'2023/12/21 01:01:54:467',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
489,'2023/12/21 01:01:54:484',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
490,'2023/12/21 01:01:54:501',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
491,'2023/12/21 01:01:54:517',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
492,'2023/12/21 01:01:54:535',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
493,'2023/12/21 01:01:54:552',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
494,'2023/12/21 01:01:54:570',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
495,'2023/12/21 01:01:54:586',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
496,'2023/12/21 01:01:54:602',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
497,'2023/12/21 01:01:54:620',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
498,'2023/12/21 01:01:54:638',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
499,'2023/12/21 01:01:54:658',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
500,'2023/12/21 01:01:54:675',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
501,'2023/12/21 01:01:54:696',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
502,'2023/12/21 01:01:54:711',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
503,'2023/12/21 01:01:54:729',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
504,'2023/12/21 01:01:54:753',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
505,'2023/12/21 01:01:54:779',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
506,'2023/12/21 01:01:54:802',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
507,'2023/12/21 01:01:54:824',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
508,'2023/12/21 01:01:54:840',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
509,'2023/12/21 01:01:54:870',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
510,'2023/12/21 01:01:54:893',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
511,'2023/12/21 01:01:54:911',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
512,'2023/12/21 01:01:54:933',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
513,'2023/12/21 01:01:54:953',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
514,'2023/12/21 01:01:54:974',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
515,'2023/12/21 01:01:54:997',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
516,'2023/12/21 01:01:55:013',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
517,'2023/12/21 01:01:55:045',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
518,'2023/12/21 01:01:55:065',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
519,'2023/12/21 01:01:55:083',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
520,'2023/12/21 01:01:55:105',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
521,'2023/12/21 01:01:55:129',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
522,'2023/12/21 01:01:55:146',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
523,'2023/12/21 01:01:55:173',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
524,'2023/12/21 01:01:55:196',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
525,'2023/12/21 01:01:55:219',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
526,'2023/12/21 01:01:55:242',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
527,'2023/12/21 01:01:55:264',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
528,'2023/12/21 01:01:55:284',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
529,'2023/12/21 01:01:55:308',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
530,'2023/12/21 01:01:55:327',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
531,'2023/12/21 01:01:55:344',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
532,'2023/12/21 01:01:55:366',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
533,'2023/12/21 01:01:55:394',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
534,'2023/12/21 01:01:55:414',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
535,'2023/12/21 01:01:55:435',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
536,'2023/12/21 01:01:55:462',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
537,'2023/12/21 01:01:55:475',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
538,'2023/12/21 01:01:55:504',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
539,'2023/12/21 01:01:55:527',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
540,'2023/12/21 01:01:55:548',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
541,'2023/12/21 01:01:55:567',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
542,'2023/12/21 01:01:55:589',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
543,'2023/12/21 01:01:55:610',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
544,'2023/12/21 01:01:55:628',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
545,'2023/12/21 01:01:55:651',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
546,'2023/12/21 01:01:55:673',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
547,'2023/12/21 01:01:55:693',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
548,'2023/12/21 01:01:55:712',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
549,'2023/12/21 01:01:55:733',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
550,'2023/12/21 01:01:55:754',10,24,42.999996,2.97,100,100,25,41,0.668015,1.160248
