@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
7245,'2023/12/04 22:38:47:368',70,0,0,0,0,-1,0.89,0.19
7246,'2023/12/04 22:38:48:153',71,159,0,0,0,-1,0.89,0.19
7247,'2023/12/04 22:38:48:168',71,159,0,0,0,-1,0.89,0.19
7248,'2023/12/04 22:38:48:184',71,159,0,0,0,-1,0.89,0.19
7249,'2023/12/04 22:38:48:202',71,159,0,0,0,-1,0.89,0.19
7250,'2023/12/04 22:38:48:216',71,0,0,0,0,-1,0.89,0.19
7251,'2023/12/04 22:38:48:233',71,0,0,0,0,-1,0.89,0.19
7252,'2023/12/04 22:38:48:250',71,0,0,0,0,-1,0.89,0.19
7253,'2023/12/04 22:38:48:268',71,0,0,0,0,-1,0.89,0.19
7254,'2023/12/04 22:38:48:284',71,0,0,0,0,-1,0.89,0.19
7255,'2023/12/04 22:38:48:302',71,0,0,0,0,-1,0.89,0.19
7256,'2023/12/04 22:38:48:319',71,0,0,0,0,-1,0.89,0.19
7257,'2023/12/04 22:38:48:335',71,0,0,0,0,-1,0.89,0.19
7258,'2023/12/04 22:38:48:351',71,0,0,0,0,-1,0.89,0.19
7259,'2023/12/04 22:38:48:368',71,0,0,0,0,-1,0.89,0.19
7260,'2023/12/04 22:38:48:384',71,0,0,0,0,-1,0.89,0.19
7261,'2023/12/04 22:38:48:400',71,0,0,0,0,-1,0.89,0.19
7262,'2023/12/04 22:38:48:418',71,0,0,0,0,-1,0.89,0.19
7263,'2023/12/04 22:38:48:435',71,0,0,0,0,-1,0.89,0.19
7264,'2023/12/04 22:38:48:450',71,0,0,0,0,-1,0.89,0.19
7265,'2023/12/04 22:38:48:468',71,0,0,0,0,-1,0.89,0.19
7266,'2023/12/04 22:38:48:484',71,0,0,0,0,-1,0.89,0.19
7267,'2023/12/04 22:38:48:501',71,0,0,0,0,-1,0.89,0.19
7268,'2023/12/04 22:38:48:519',71,0,0,0,0,-1,0.89,0.19
7269,'2023/12/04 22:38:48:535',71,0,0,0,0,-1,0.89,0.19
7270,'2023/12/04 22:38:48:552',71,0,0,0,0,-1,0.89,0.19
7271,'2023/12/04 22:38:48:570',71,0,0,0,0,-1,0.89,0.19
7272,'2023/12/04 22:38:48:583',71,0,0,0,0,-1,0.89,0.19
7273,'2023/12/04 22:38:48:600',71,0,0,0,0,-1,0.89,0.19
7274,'2023/12/04 22:38:48:616',71,-105,-180,48,444,-3947581,0.89,0.19
7275,'2023/12/04 22:38:48:635',71,-105,-180,48,444,-3947581,0.89,0.19
7276,'2023/12/04 22:38:48:651',71,-105,-114,33,210,-2500135,0.89,0.19
7277,'2023/12/04 22:38:48:669',71,-105,-114,33,210,-2500135,0.89,0.19
7278,'2023/12/04 22:38:48:685',71,-105,-114,33,210,-2500135,0.89,0.19
7279,'2023/12/04 22:38:48:702',71,-105,-114,33,210,-2500135,0.89,0.19
7280,'2023/12/04 22:38:48:716',71,0,0,126,300,-1,0.89,0.19
7281,'2023/12/04 22:38:48:737',71,-177,-177,105,-102,-3881788,0.89,0.19
7282,'2023/12/04 22:38:48:750',71,0,0,0,0,-1,0.89,0.19
7283,'2023/12/04 22:38:48:767',71,0,63,0,0,-1,0.89,0.19
7284,'2023/12/04 22:38:48:784',71,126,0,0,0,-1,0.89,0.19
7285,'2023/12/04 22:38:48:802',71,0,0,0,0,-1,0.89,0.19
7286,'2023/12/04 22:38:48:818',71,-27,-27,-27,-27,-592138,0.89,0.19
7287,'2023/12/04 22:38:48:836',71,0,0,0,0,-1,0.89,0.19
7288,'2023/12/04 22:38:48:853',71,0,0,0,0,-1,0.89,0.19
7289,'2023/12/04 22:38:48:866',71,0,0,0,0,-1,0.89,0.19
7290,'2023/12/04 22:38:48:886',71,0,45,0,0,-1,0.89,0.19
7291,'2023/12/04 22:38:48:900',71,0,45,0,0,-1,0.89,0.19
7292,'2023/12/04 22:38:48:917',71,0,39,0,402,-1,0.89,0.19
7293,'2023/12/04 22:38:48:934',71,-108,33,-108,294,-2368549,0.89,0.19
7294,'2023/12/04 22:38:48:953',71,63,0,0,39,-1,0.89,0.19
7295,'2023/12/04 22:38:48:966',71,90,0,0,39,-1,0.89,0.19
7296,'2023/12/04 22:38:48:985',71,0,0,0,0,-1,0.89,0.19
7297,'2023/12/04 22:38:49:000',71,0,33,0,0,-1,0.89,0.19
7298,'2023/12/04 22:38:49:020',71,0,33,0,0,-1,0.89,0.19
7299,'2023/12/04 22:38:49:034',71,-69,303,-12,-12,-1513240,0.89,0.19
7300,'2023/12/04 22:38:49:051',71,0,372,24,0,-1,0.89,0.19
7301,'2023/12/04 22:38:49:068',71,-114,-114,-114,-108,-2500135,0.89,0.19
7302,'2023/12/04 22:38:49:085',71,-114,-114,-114,-108,-2500135,0.89,0.19
7303,'2023/12/04 22:38:49:102',71,45,-216,-39,-102,-4737097,0.89,0.19
7304,'2023/12/04 22:38:49:117',71,-21,-216,-39,-186,-4737097,0.89,0.19
7305,'2023/12/04 22:38:49:133',71,-135,-135,-12,-135,-2960686,0.89,0.19
7306,'2023/12/04 22:38:49:151',71,-51,-54,-48,66,-1184275,0.89,0.19
7307,'2023/12/04 22:38:49:167',71,-144,252,3,3,-3158065,0.89,0.19
7308,'2023/12/04 22:38:49:185',71,0,78,0,0,-1,0.89,0.19
7309,'2023/12/04 22:38:49:202',71,0,0,0,0,-1,0.89,0.19
7310,'2023/12/04 22:38:49:219',71,465,0,42,0,-1,0.89,0.19
7311,'2023/12/04 22:38:49:237',71,-249,-54,-174,-114,-5460820,0.89,0.19
7312,'2023/12/04 22:38:49:251',71,0,216,0,0,-1,0.89,0.19
7313,'2023/12/04 22:38:49:266',71,0,0,0,0,-1,0.89,0.19
7314,'2023/12/04 22:38:49:283',71,0,0,0,0,-1,0.89,0.19
7315,'2023/12/04 22:38:49:301',71,0,0,0,0,-1,0.89,0.19
7316,'2023/12/04 22:38:49:317',71,0,0,0,0,-1,0.89,0.19
7317,'2023/12/04 22:38:49:336',71,0,0,0,0,-1,0.89,0.19
7318,'2023/12/04 22:38:49:352',71,510,0,0,0,-1,0.89,0.19
7319,'2023/12/04 22:38:49:366',71,-87,-93,-93,348,-2039584,0.89,0.19
7320,'2023/12/04 22:38:49:383',71,-87,-93,-93,348,-2039584,0.89,0.19
7321,'2023/12/04 22:38:49:401',71,0,0,0,0,-1,0.89,0.19
7322,'2023/12/04 22:38:49:417',71,348,0,0,0,-1,0.89,0.19
7323,'2023/12/04 22:38:49:434',71,-348,-537,-537,-537,-11776948,0.89,0.19
7324,'2023/12/04 22:38:49:452',71,-348,-537,-537,-537,-11776948,0.89,0.19
7325,'2023/12/04 22:38:49:469',71,-348,-537,-537,-537,-11776948,0.89,0.19
7326,'2023/12/04 22:38:49:487',71,-21,102,-21,-21,-460552,0.89,0.19
7327,'2023/12/04 22:38:49:499',71,-21,102,-21,-21,-460552,0.89,0.19
7328,'2023/12/04 22:38:49:516',71,-21,102,-21,-21,-460552,0.89,0.19
7329,'2023/12/04 22:38:49:534',71,-21,102,-21,-21,-460552,0.89,0.19
7330,'2023/12/04 22:38:49:552',71,-21,102,-21,-21,-460552,0.89,0.19
7331,'2023/12/04 22:38:49:568',71,-21,102,-21,-21,-460552,0.89,0.19
7332,'2023/12/04 22:38:49:585',71,-21,102,-21,-21,-460552,0.89,0.19
7333,'2023/12/04 22:38:49:602',71,-21,102,-21,-21,-460552,0.89,0.19
7334,'2023/12/04 22:38:49:620',71,282,0,0,0,-1,0.89,0.19
7335,'2023/12/04 22:38:49:632',71,513,0,0,0,-1,0.89,0.19
7336,'2023/12/04 22:38:49:652',71,0,0,0,0,-1,0.89,0.19
7337,'2023/12/04 22:38:49:667',71,-9,-9,-9,-9,-197380,0.89,0.19
7338,'2023/12/04 22:38:49:684',71,0,0,0,0,-1,0.89,0.19
7339,'2023/12/04 22:38:49:701',71,0,0,0,0,-1,0.89,0.19
7340,'2023/12/04 22:38:49:719',71,0,0,0,0,-1,0.89,0.19
7341,'2023/12/04 22:38:49:736',71,0,0,0,0,-1,0.89,0.19
7342,'2023/12/04 22:38:49:750',71,0,0,0,0,-1,0.89,0.19
7343,'2023/12/04 22:38:49:766',71,0,63,0,0,-1,0.89,0.19
7344,'2023/12/04 22:38:49:785',71,0,78,0,0,-1,0.89,0.19
7345,'2023/12/04 22:38:49:800',71,0,78,0,0,-1,0.89,0.19
7346,'2023/12/04 22:38:49:817',71,405,0,0,18,-1,0.89,0.19
7347,'2023/12/04 22:38:49:834',71,-279,-228,-138,-240,-6118750,0.89,0.19
7348,'2023/12/04 22:38:49:853',71,0,162,0,0,-1,0.89,0.19
7349,'2023/12/04 22:38:49:870',71,0,0,0,0,-1,0.89,0.19
7350,'2023/12/04 22:38:49:883',71,-27,-27,-27,-27,-592138,0.89,0.19
7351,'2023/12/04 22:38:49:901',71,0,0,0,0,-1,0.89,0.19
7352,'2023/12/04 22:38:49:916',71,0,0,0,0,-1,0.89,0.19
7353,'2023/12/04 22:38:49:933',71,0,108,0,0,-1,0.89,0.19
7354,'2023/12/04 22:38:49:954',71,0,108,0,0,-1,0.89,0.19
7355,'2023/12/04 22:38:49:968',71,0,0,0,0,-1,0.89,0.19
7356,'2023/12/04 22:38:49:986',71,-114,-126,102,387,-2763307,0.89,0.19
7357,'2023/12/04 22:38:50:003',71,18,0,0,0,-1,0.89,0.19
7358,'2023/12/04 22:38:50:017',71,81,0,126,90,-1,0.89,0.19
7359,'2023/12/04 22:38:50:033',71,0,0,0,0,-1,0.89,0.19
7360,'2023/12/04 22:38:50:051',71,0,99,0,0,-1,0.89,0.19
7361,'2023/12/04 22:38:50:067',71,0,0,48,747,-1,0.89,0.19
7362,'2023/12/04 22:38:50:085',71,0,0,0,0,-1,0.89,0.19
7363,'2023/12/04 22:38:50:102',71,0,144,0,0,-1,0.89,0.19
7364,'2023/12/04 22:38:50:119',71,0,0,0,0,-1,0.89,0.19
7365,'2023/12/04 22:38:50:134',71,0,0,0,0,-1,0.89,0.19
7366,'2023/12/04 22:38:50:151',71,0,0,0,0,-1,0.89,0.19
7367,'2023/12/04 22:38:50:166',71,66,0,0,0,-1,0.89,0.19
7368,'2023/12/04 22:38:50:183',71,0,159,0,0,-1,0.89,0.19
7369,'2023/12/04 22:38:50:200',71,0,0,0,0,-1,0.89,0.19
7370,'2023/12/04 22:38:50:218',71,-147,-48,-102,-63,-3223858,0.89,0.19
7371,'2023/12/04 22:38:50:235',71,-144,-45,12,-144,-3158065,0.89,0.19
7372,'2023/12/04 22:38:50:253',71,0,459,0,0,-1,0.89,0.19
7373,'2023/12/04 22:38:50:270',71,0,0,0,0,-1,0.89,0.19
7374,'2023/12/04 22:38:50:283',71,0,0,0,0,-1,0.89,0.19
7375,'2023/12/04 22:38:50:301',71,66,0,0,0,-1,0.89,0.19
7376,'2023/12/04 22:38:50:317',71,90,0,0,0,-1,0.89,0.19
7377,'2023/12/04 22:38:50:334',71,183,0,0,0,-1,0.89,0.19
7378,'2023/12/04 22:38:50:351',71,-285,-252,-285,-285,-6250336,0.89,0.19
7379,'2023/12/04 22:38:50:369',71,0,0,0,0,-1,0.89,0.19
7380,'2023/12/04 22:38:50:383',71,0,0,0,132,-1,0.89,0.19
7381,'2023/12/04 22:38:50:404',71,0,0,0,132,-1,0.89,0.19
7382,'2023/12/04 22:38:50:417',71,0,0,0,162,-1,0.89,0.19
7383,'2023/12/04 22:38:50:434',71,-33,39,213,318,-723724,0.89,0.19
7384,'2023/12/04 22:38:50:451',71,-408,-402,-231,-168,-8947849,0.89,0.19
7385,'2023/12/04 22:38:50:467',71,-228,129,60,45,-5000269,0.89,0.19
7386,'2023/12/04 22:38:50:485',71,-156,201,132,12,-3421237,0.89,0.19
7387,'2023/12/04 22:38:50:502',71,0,6,372,285,-1,0.89,0.19
7388,'2023/12/04 22:38:50:517',71,0,0,444,93,-1,0.89,0.19
7389,'2023/12/04 22:38:50:537',71,-147,-120,90,3,-3223858,0.89,0.19
7390,'2023/12/04 22:38:50:550',71,0,0,0,0,-1,0.89,0.19
7391,'2023/12/04 22:38:50:567',71,0,0,0,0,-1,0.89,0.19
7392,'2023/12/04 22:38:50:583',71,51,0,0,0,-1,0.89,0.19
7393,'2023/12/04 22:38:50:601',71,0,0,0,0,-1,0.89,0.19
7394,'2023/12/04 22:38:50:619',71,0,453,78,9,-1,0.89,0.19
7395,'2023/12/04 22:38:50:636',71,39,-63,549,447,-1381654,0.89,0.19
7396,'2023/12/04 22:38:50:653',71,-21,-123,489,387,-2697514,0.89,0.19
7397,'2023/12/04 22:38:50:667',71,216,0,0,0,-1,0.89,0.19
7398,'2023/12/04 22:38:50:683',71,0,0,0,0,-1,0.89,0.19
7399,'2023/12/04 22:38:50:701',71,0,0,0,0,-1,0.89,0.19
7400,'2023/12/04 22:38:50:718',71,0,0,0,0,-1,0.89,0.19
7401,'2023/12/04 22:38:50:734',71,0,0,0,0,-1,0.89,0.19
7402,'2023/12/04 22:38:50:752',71,0,0,0,0,-1,0.89,0.19
7403,'2023/12/04 22:38:50:769',71,0,0,0,0,-1,0.89,0.19
7404,'2023/12/04 22:38:50:782',71,117,0,0,0,-1,0.89,0.19
7405,'2023/12/04 22:38:50:799',71,0,9,0,204,-1,0.89,0.19
7406,'2023/12/04 22:38:50:817',71,0,201,0,651,-1,0.89,0.19
7407,'2023/12/04 22:38:50:835',71,0,0,0,0,-1,0.89,0.19
7408,'2023/12/04 22:38:50:850',71,0,0,129,687,-1,0.89,0.19
7409,'2023/12/04 22:38:50:868',71,0,21,63,558,-1,0.89,0.19
7410,'2023/12/04 22:38:50:885',71,0,0,0,0,-1,0.89,0.19
7411,'2023/12/04 22:38:50:903',71,57,0,162,393,-1,0.89,0.19
7412,'2023/12/04 22:38:50:917',71,0,0,0,291,-1,0.89,0.19
7413,'2023/12/04 22:38:50:933',71,-87,-87,-39,663,-1907998,0.89,0.19
7414,'2023/12/04 22:38:50:950',71,0,0,0,0,-1,0.89,0.19
7415,'2023/12/04 22:38:50:969',71,0,0,0,0,-1,0.89,0.19
7416,'2023/12/04 22:38:50:985',71,0,0,0,0,-1,0.89,0.19
7417,'2023/12/04 22:38:51:001',71,0,0,0,0,-1,0.89,0.19
7418,'2023/12/04 22:38:51:019',71,0,0,0,0,-1,0.89,0.19
7419,'2023/12/04 22:38:51:033',71,0,0,0,0,-1,0.89,0.19
7420,'2023/12/04 22:38:51:051',71,0,0,0,0,-1,0.89,0.19
7421,'2023/12/04 22:38:51:066',71,-174,-129,-171,156,-3815995,0.89,0.19
7422,'2023/12/04 22:38:51:087',71,-174,-129,-171,156,-3815995,0.89,0.19
7423,'2023/12/04 22:38:51:100',71,-99,-81,-69,177,-2171170,0.89,0.19
7424,'2023/12/04 22:38:51:117',71,-99,-81,-69,177,-2171170,0.89,0.19
7425,'2023/12/04 22:38:51:135',71,0,0,0,0,-1,0.89,0.19
7426,'2023/12/04 22:38:51:152',71,0,0,0,0,-1,0.89,0.19
7427,'2023/12/04 22:38:51:166',71,-222,-63,-222,102,-4868683,0.89,0.19
7428,'2023/12/04 22:38:51:187',71,0,21,0,393,-1,0.89,0.19
7429,'2023/12/04 22:38:51:201',71,0,66,0,225,-1,0.89,0.19
7430,'2023/12/04 22:38:51:218',71,-51,54,-45,174,-1118482,0.89,0.19
7431,'2023/12/04 22:38:51:233',71,-51,54,-45,174,-1118482,0.89,0.19
7432,'2023/12/04 22:38:51:252',71,-105,-105,-105,72,-2302756,0.89,0.19
7433,'2023/12/04 22:38:51:268',71,-6,-30,-30,456,-657931,0.89,0.19
7434,'2023/12/04 22:38:51:286',71,141,-30,-30,735,-657931,0.89,0.19
7435,'2023/12/04 22:38:51:301',71,45,-30,-30,735,-657931,0.89,0.19
7436,'2023/12/04 22:38:51:316',71,45,-30,-30,735,-657931,0.89,0.19
7437,'2023/12/04 22:38:51:333',71,45,-30,-30,735,-657931,0.89,0.19
7438,'2023/12/04 22:38:51:351',71,45,-30,-30,735,-657931,0.89,0.19
7439,'2023/12/04 22:38:51:367',71,45,-30,-30,735,-657931,0.89,0.19
7440,'2023/12/04 22:38:51:384',71,45,-30,-30,735,-657931,0.89,0.19
7441,'2023/12/04 22:38:51:402',71,45,-30,-30,735,-657931,0.89,0.19
7442,'2023/12/04 22:38:51:419',71,45,-30,-30,735,-657931,0.89,0.19
7443,'2023/12/04 22:39:00:696',72,765,0,0,0,-1,0.73,0.83
7444,'2023/12/04 22:39:00:715',72,765,0,0,0,-1,0.73,0.83
7445,'2023/12/04 22:39:00:731',72,765,0,0,0,-1,0.73,0.83
7446,'2023/12/04 22:39:00:749',72,765,0,0,0,-1,0.73,0.83
7447,'2023/12/04 22:39:00:765',72,765,0,0,0,-1,0.73,0.83
7448,'2023/12/04 22:39:00:781',72,765,0,0,0,-1,0.73,0.83
7449,'2023/12/04 22:39:00:797',72,765,0,0,0,-1,0.73,0.83
7450,'2023/12/04 22:39:00:814',72,765,0,0,0,-1,0.73,0.83
7451,'2023/12/04 22:39:00:831',72,765,0,0,0,-1,0.73,0.83
7452,'2023/12/04 22:39:00:849',72,765,0,0,0,-1,0.73,0.83
7453,'2023/12/04 22:39:02:681',73,-765,-765,-300,-309,-16777216,0.73,0.83
7454,'2023/12/04 22:39:02:698',73,-765,-765,-417,-426,-16777216,0.73,0.83
7455,'2023/12/04 22:39:02:711',73,-234,-234,-234,-234,-5131855,0.73,0.83
7456,'2023/12/04 22:39:02:731',73,0,765,0,0,-1,0.73,0.83
7457,'2023/12/04 22:39:02:748',73,0,765,0,0,-1,0.73,0.83
7458,'2023/12/04 22:39:02:762',73,0,0,198,0,-1,0.73,0.83
7459,'2023/12/04 22:39:02:781',73,-630,-630,135,-630,-13816531,0.73,0.83
7460,'2023/12/04 22:39:02:796',73,-630,-630,135,-630,-13816531,0.73,0.83
7461,'2023/12/04 22:39:02:814',73,-630,-630,135,-630,-13816531,0.73,0.83
7462,'2023/12/04 22:39:02:831',73,-630,-630,135,-630,-13816531,0.73,0.83
7463,'2023/12/04 22:39:02:850',73,-630,-630,135,-630,-13816531,0.73,0.83
7464,'2023/12/04 22:39:02:863',73,-603,-603,162,-603,-13224394,0.73,0.83
7465,'2023/12/04 22:39:02:881',73,0,0,168,0,-1,0.73,0.83
7466,'2023/12/04 22:39:02:896',73,0,0,0,0,-1,0.73,0.83
7467,'2023/12/04 22:39:02:915',73,0,0,0,0,-1,0.73,0.83
7468,'2023/12/04 22:39:02:931',73,0,0,0,0,-1,0.73,0.83
7469,'2023/12/04 22:39:02:947',73,0,0,0,0,-1,0.73,0.83
7470,'2023/12/04 22:39:02:965',73,0,0,0,0,-1,0.73,0.83
7471,'2023/12/04 22:39:02:981',73,-603,-603,162,-462,-13224394,0.73,0.83
7472,'2023/12/04 22:39:02:995',73,0,765,0,0,-1,0.73,0.83
7473,'2023/12/04 22:39:03:013',73,0,0,720,753,-1,0.73,0.83
7474,'2023/12/04 22:39:03:031',73,0,765,0,0,-1,0.73,0.83
7475,'2023/12/04 22:39:03:046',73,756,762,0,0,-1,0.73,0.83
7476,'2023/12/04 22:39:03:063',73,-762,-762,-510,-90,-16711423,0.73,0.83
7477,'2023/12/04 22:39:03:082',73,-765,-765,0,0,-16777216,0.73,0.83
7478,'2023/12/04 22:39:03:098',73,762,0,0,0,-1,0.73,0.83
7479,'2023/12/04 22:39:03:112',73,765,0,0,0,-1,0.73,0.83
7480,'2023/12/04 22:39:03:131',73,765,0,0,0,-1,0.73,0.83
7481,'2023/12/04 22:39:03:145',73,765,0,0,0,-1,0.73,0.83
7482,'2023/12/04 22:39:03:164',73,765,0,0,0,-1,0.73,0.83
7483,'2023/12/04 22:39:03:181',73,765,510,0,0,-1,0.73,0.83
7484,'2023/12/04 22:39:03:198',73,765,510,0,0,-1,0.73,0.83
7485,'2023/12/04 22:39:03:214',73,765,528,0,0,-1,0.73,0.83
7486,'2023/12/04 22:39:03:233',73,765,549,0,0,-1,0.73,0.83
7487,'2023/12/04 22:39:03:247',73,765,420,0,0,-1,0.73,0.83
7488,'2023/12/04 22:39:03:263',73,765,420,0,0,-1,0.73,0.83
7489,'2023/12/04 22:39:03:281',73,507,0,0,0,-1,0.73,0.83
7490,'2023/12/04 22:39:03:296',73,507,0,0,0,-1,0.73,0.83
7491,'2023/12/04 22:39:03:313',73,-303,-303,252,204,-6645094,0.73,0.83
7492,'2023/12/04 22:39:03:331',73,-765,-765,0,0,-16777216,0.73,0.83
7493,'2023/12/04 22:39:03:349',73,-765,-765,0,0,-16777216,0.73,0.83
7494,'2023/12/04 22:39:03:363',73,0,432,0,0,-1,0.73,0.83
7495,'2023/12/04 22:39:03:381',73,0,432,0,0,-1,0.73,0.83
7496,'2023/12/04 22:39:03:396',73,0,765,0,0,-1,0.73,0.83
7497,'2023/12/04 22:39:03:412',73,0,765,0,0,-1,0.73,0.83
7498,'2023/12/04 22:39:03:432',73,750,765,0,0,-1,0.73,0.83
7499,'2023/12/04 22:39:03:446',73,765,0,0,0,-1,0.73,0.83
7500,'2023/12/04 22:39:03:464',73,765,0,0,0,-1,0.73,0.83
7501,'2023/12/04 22:39:03:481',73,765,0,0,0,-1,0.73,0.83
7502,'2023/12/04 22:39:03:499',73,-765,-765,0,0,-16777216,0.73,0.83
7503,'2023/12/04 22:39:03:512',73,765,765,0,0,-1,0.73,0.83
7504,'2023/12/04 22:39:03:532',73,486,0,0,0,-1,0.73,0.83
7505,'2023/12/04 22:39:03:547',73,-765,-765,0,0,-16777216,0.73,0.83
7506,'2023/12/04 22:39:03:564',73,-765,-765,0,0,-16777216,0.73,0.83
7507,'2023/12/04 22:39:03:582',73,-765,-765,0,0,-16777216,0.73,0.83
7508,'2023/12/04 22:39:03:598',73,-765,-765,0,0,-16777216,0.73,0.83
7509,'2023/12/04 22:39:03:615',73,-765,-765,0,0,-16777216,0.73,0.83
7510,'2023/12/04 22:39:03:631',73,-765,-765,0,0,-16777216,0.73,0.83
7511,'2023/12/04 22:39:03:646',73,-765,-765,0,0,-16777216,0.73,0.83
7512,'2023/12/04 22:39:03:663',73,-765,-765,0,0,-16777216,0.73,0.83
7513,'2023/12/04 22:39:03:682',73,-765,-765,0,0,-16777216,0.73,0.83
7514,'2023/12/04 22:39:03:698',73,-765,-765,0,0,-16777216,0.73,0.83
7515,'2023/12/04 22:39:03:713',73,-765,-765,0,0,-16777216,0.73,0.83
7516,'2023/12/04 22:39:03:731',73,-21,-21,-21,-21,-460552,0.73,0.83
7517,'2023/12/04 22:39:03:745',73,21,765,0,0,-1,0.73,0.83
7518,'2023/12/04 22:39:03:766',73,-765,-765,0,0,-16777216,0.73,0.83
7519,'2023/12/04 22:39:03:781',73,-765,-765,0,0,-16777216,0.73,0.83
7520,'2023/12/04 22:39:03:795',73,0,765,0,0,-1,0.73,0.83
7521,'2023/12/04 22:39:03:815',73,0,108,0,0,-1,0.73,0.83
7522,'2023/12/04 22:39:03:831',73,-765,-765,-12,0,-16777216,0.73,0.83
7523,'2023/12/04 22:39:03:848',73,-645,-645,-645,-270,-14145496,0.73,0.83
7524,'2023/12/04 22:39:03:864',73,-645,-645,-645,-270,-14145496,0.73,0.83
7525,'2023/12/04 22:39:03:884',73,0,0,0,0,-1,0.73,0.83
7526,'2023/12/04 22:39:03:896',73,0,0,0,0,-1,0.73,0.83
7527,'2023/12/04 22:39:03:912',73,0,0,0,0,-1,0.73,0.83
7528,'2023/12/04 22:39:03:931',73,0,0,0,0,-1,0.73,0.83
7529,'2023/12/04 22:39:03:946',73,-645,-645,-645,-564,-14145496,0.73,0.83
7530,'2023/12/04 22:39:03:966',73,-765,-765,0,0,-16777216,0.73,0.83
7531,'2023/12/04 22:39:03:981',73,0,624,0,0,-1,0.73,0.83
7532,'2023/12/04 22:39:03:998',73,765,0,0,0,-1,0.73,0.83
7533,'2023/12/04 22:39:04:015',73,-765,-765,0,-468,-16777216,0.73,0.83
7534,'2023/12/04 22:39:04:031',73,-681,-681,15,-681,-14935012,0.73,0.83
7535,'2023/12/04 22:39:04:046',73,-765,-765,0,-30,-16777216,0.73,0.83
7536,'2023/12/04 22:39:04:065',73,0,681,0,0,-1,0.73,0.83
7537,'2023/12/04 22:39:04:081',73,702,765,0,0,-1,0.73,0.83
7538,'2023/12/04 22:39:04:096',73,702,765,0,0,-1,0.73,0.83
7539,'2023/12/04 22:39:04:115',73,765,204,0,0,-1,0.73,0.83
7540,'2023/12/04 22:39:04:132',73,765,204,0,0,-1,0.73,0.83
7541,'2023/12/04 22:39:04:145',73,765,204,0,0,-1,0.73,0.83
7542,'2023/12/04 22:39:04:166',73,0,0,0,0,-1,0.73,0.83
7543,'2023/12/04 22:39:04:181',73,0,0,0,0,-1,0.73,0.83
7544,'2023/12/04 22:39:04:195',73,-702,-702,54,-567,-15395563,0.73,0.83
7545,'2023/12/04 22:39:04:213',73,-702,-702,54,-567,-15395563,0.73,0.83
7546,'2023/12/04 22:39:04:232',73,-702,-702,54,-567,-15395563,0.73,0.83
7547,'2023/12/04 22:39:04:247',73,-702,-702,54,-567,-15395563,0.73,0.83
7548,'2023/12/04 22:39:04:265',73,-702,-702,54,-567,-15395563,0.73,0.83
7549,'2023/12/04 22:39:04:282',73,-702,-702,54,-567,-15395563,0.73,0.83
7550,'2023/12/04 22:39:04:298',73,-702,-702,54,-567,-15395563,0.73,0.83
7551,'2023/12/04 22:39:04:313',73,-702,-702,54,-567,-15395563,0.73,0.83
7552,'2023/12/04 22:39:04:331',73,-702,-702,-30,-567,-15395563,0.73,0.83
7553,'2023/12/04 22:39:04:348',73,330,0,0,0,-1,0.73,0.83
7554,'2023/12/04 22:39:04:364',73,-765,-765,0,0,-16777216,0.73,0.83
7555,'2023/12/04 22:39:04:381',73,765,0,0,0,-1,0.73,0.83
7556,'2023/12/04 22:39:04:398',73,0,468,0,0,-1,0.73,0.83
7557,'2023/12/04 22:39:04:412',73,765,0,0,0,-1,0.73,0.83
7558,'2023/12/04 22:39:04:432',73,303,765,0,0,-1,0.73,0.83
7559,'2023/12/04 22:39:04:445',73,-549,-549,-27,-549,-12040120,0.73,0.83
7560,'2023/12/04 22:39:04:464',73,-393,-393,-393,-393,-8618884,0.73,0.83
7561,'2023/12/04 22:39:04:481',73,555,0,0,0,-1,0.73,0.83
7562,'2023/12/04 22:39:04:499',73,591,765,0,0,-1,0.73,0.83
7563,'2023/12/04 22:39:04:515',73,591,765,0,0,-1,0.73,0.83
7564,'2023/12/04 22:39:04:533',73,0,765,0,0,-1,0.73,0.83
7565,'2023/12/04 22:39:04:548',73,0,9,0,0,-1,0.73,0.83
7566,'2023/12/04 22:39:04:564',73,0,549,0,0,-1,0.73,0.83
7567,'2023/12/04 22:39:04:581',73,0,765,0,0,-1,0.73,0.83
7568,'2023/12/04 22:39:04:599',73,0,765,0,0,-1,0.73,0.83
7569,'2023/12/04 22:39:04:615',73,408,576,0,0,-1,0.73,0.83
7570,'2023/12/04 22:39:04:631',73,408,576,0,0,-1,0.73,0.83
7571,'2023/12/04 22:39:04:650',73,0,0,0,0,-1,0.73,0.83
7572,'2023/12/04 22:39:04:663',73,-408,-408,-171,-15,-8947849,0.73,0.83
7573,'2023/12/04 22:39:04:687',73,-522,-522,-171,27,-11447983,0.73,0.83
7574,'2023/12/04 22:39:04:698',73,0,408,0,0,-1,0.73,0.83
7575,'2023/12/04 22:39:04:713',73,-555,-555,-555,-252,-12171706,0.73,0.83
7576,'2023/12/04 22:39:04:731',73,-555,-555,-555,-252,-12171706,0.73,0.83
