@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
7913,'2023/12/04 22:39:15:358',75,0,0,0,420,-1,0.73,0.26
7914,'2023/12/04 22:39:15:376',75,0,0,0,411,-1,0.73,0.26
7915,'2023/12/04 22:39:15:394',75,0,0,399,0,-1,0.73,0.26
7916,'2023/12/04 22:39:15:412',75,0,0,21,0,-1,0.73,0.26
7917,'2023/12/04 22:39:15:425',75,-108,-108,-108,-108,-2368549,0.73,0.26
7918,'2023/12/04 22:39:15:445',75,0,0,0,0,-1,0.73,0.26
7919,'2023/12/04 22:39:15:458',75,0,0,0,0,-1,0.73,0.26
7920,'2023/12/04 22:39:15:477',75,0,0,0,0,-1,0.73,0.26
7921,'2023/12/04 22:39:15:494',75,0,0,0,0,-1,0.73,0.26
7922,'2023/12/04 22:39:15:518',75,0,0,0,0,-1,0.73,0.26
7923,'2023/12/04 22:39:15:527',75,0,0,0,0,-1,0.73,0.26
7924,'2023/12/04 22:39:15:543',75,0,0,0,0,-1,0.73,0.26
7925,'2023/12/04 22:39:15:562',75,0,0,0,0,-1,0.73,0.26
7926,'2023/12/04 22:39:15:577',75,0,0,0,0,-1,0.73,0.26
7927,'2023/12/04 22:39:15:594',75,0,0,0,0,-1,0.73,0.26
7928,'2023/12/04 22:39:15:608',75,0,0,0,0,-1,0.73,0.26
7929,'2023/12/04 22:39:15:626',75,0,0,0,0,-1,0.73,0.26
7930,'2023/12/04 22:39:15:643',75,0,0,0,0,-1,0.73,0.26
7931,'2023/12/04 22:39:15:660',75,0,0,0,0,-1,0.73,0.26
7932,'2023/12/04 22:39:15:680',75,0,0,-80,-80,-10281,0.73,0.26
7933,'2023/12/04 22:39:15:697',75,0,0,-80,-80,-10281,0.73,0.26
7934,'2023/12/04 22:39:15:713',75,0,0,-80,-80,-10281,0.73,0.26
7935,'2023/12/04 22:39:15:727',75,0,0,-80,-80,-10281,0.73,0.26
7936,'2023/12/04 22:39:15:743',75,0,0,-80,-80,-10281,0.73,0.26
7937,'2023/12/04 22:39:15:758',75,0,0,-80,-80,-10281,0.73,0.26
7938,'2023/12/04 22:39:15:775',75,0,0,-80,-80,-10281,0.73,0.26
7939,'2023/12/04 22:39:15:794',75,0,0,0,0,-1,0.73,0.26
7940,'2023/12/04 22:39:15:810',75,0,81,0,80,-1,0.73,0.26
7941,'2023/12/04 22:39:15:829',75,0,504,0,0,-1,0.73,0.26
7942,'2023/12/04 22:39:15:843',75,0,0,0,0,-1,0.73,0.26
7943,'2023/12/04 22:39:15:860',75,-765,-765,-84,0,-16777216,0.73,0.26
7944,'2023/12/04 22:39:15:874',75,0,192,0,0,-1,0.73,0.26
7945,'2023/12/04 22:39:15:894',75,0,0,0,0,-1,0.73,0.26
7946,'2023/12/04 22:39:15:909',75,0,0,0,0,-1,0.73,0.26
7947,'2023/12/04 22:39:15:929',75,0,0,-80,-80,-10281,0.73,0.26
7948,'2023/12/04 22:39:15:947',75,0,0,-80,-80,-10281,0.73,0.26
7949,'2023/12/04 22:39:15:960',75,0,0,-80,-80,-10281,0.73,0.26
7950,'2023/12/04 22:39:15:980',75,0,0,-80,-80,-10281,0.73,0.26
7951,'2023/12/04 22:39:15:994',75,0,0,-80,-80,-10281,0.73,0.26
7952,'2023/12/04 22:39:16:007',75,0,0,-80,-80,-10281,0.73,0.26
7953,'2023/12/04 22:39:16:028',75,0,0,-80,-80,-10281,0.73,0.26
7954,'2023/12/04 22:39:16:043',75,0,0,-80,-80,-10281,0.73,0.26
7955,'2023/12/04 22:39:16:060',75,0,0,-80,-80,-10281,0.73,0.26
7956,'2023/12/04 22:39:16:077',75,0,765,0,0,-1,0.73,0.26
7957,'2023/12/04 22:39:16:093',75,0,0,0,0,-1,0.73,0.26
7958,'2023/12/04 22:39:16:108',75,0,0,0,0,-1,0.73,0.26
7959,'2023/12/04 22:39:16:126',75,0,0,0,0,-1,0.73,0.26
7960,'2023/12/04 22:39:16:143',75,0,0,0,0,-1,0.73,0.26
7961,'2023/12/04 22:39:16:160',75,0,0,0,0,-1,0.73,0.26
7962,'2023/12/04 22:39:16:177',75,0,0,0,0,-1,0.73,0.26
7963,'2023/12/04 22:39:16:193',75,0,0,0,0,-1,0.73,0.26
7964,'2023/12/04 22:39:16:211',75,0,0,0,0,-1,0.73,0.26
7965,'2023/12/04 22:39:16:225',75,0,0,0,0,-1,0.73,0.26
7966,'2023/12/04 22:39:16:245',75,0,0,0,0,-1,0.73,0.26
7967,'2023/12/04 22:39:16:258',75,0,0,0,0,-1,0.73,0.26
7968,'2023/12/04 22:39:16:277',75,0,0,0,0,-1,0.73,0.26
7969,'2023/12/04 22:39:16:294',75,0,0,0,0,-1,0.73,0.26
7970,'2023/12/04 22:39:16:310',75,0,0,0,0,-1,0.73,0.26
7971,'2023/12/04 22:39:16:328',75,0,0,0,0,-1,0.73,0.26
7972,'2023/12/04 22:39:16:344',75,0,0,0,0,-1,0.73,0.26
7973,'2023/12/04 22:39:16:358',75,0,0,0,0,-1,0.73,0.26
7974,'2023/12/04 22:39:16:377',75,0,0,0,0,-1,0.73,0.26
7975,'2023/12/04 22:39:16:394',75,0,0,0,0,-1,0.73,0.26
7976,'2023/12/04 22:39:16:409',75,0,0,0,0,-1,0.73,0.26
7977,'2023/12/04 22:39:16:428',75,0,0,0,0,-1,0.73,0.26
7978,'2023/12/04 22:39:16:506',75,0,0,0,0,-1,0.73,0.26
7979,'2023/12/04 22:39:16:525',75,0,0,0,0,-1,0.73,0.26
7980,'2023/12/04 22:39:16:542',75,0,0,0,0,-1,0.73,0.26
7981,'2023/12/04 22:39:16:558',75,0,0,0,0,-1,0.73,0.26
7982,'2023/12/04 22:39:16:573',75,0,0,0,0,-1,0.73,0.26
7983,'2023/12/04 22:39:16:592',75,0,0,0,0,-1,0.73,0.26
7984,'2023/12/04 22:39:16:607',75,0,0,0,0,-1,0.73,0.26
7985,'2023/12/04 22:39:16:623',75,0,0,0,0,-1,0.73,0.26
7986,'2023/12/04 22:39:16:641',75,0,0,0,0,-1,0.73,0.26
7987,'2023/12/04 22:39:16:658',75,0,0,0,0,-1,0.73,0.26
7988,'2023/12/04 22:39:16:672',75,0,0,0,0,-1,0.73,0.26
7989,'2023/12/04 22:39:16:691',75,0,0,0,0,-1,0.73,0.26
7990,'2023/12/04 22:39:16:706',75,0,0,0,0,-1,0.73,0.26
7991,'2023/12/04 22:39:16:723',75,0,0,0,0,-1,0.73,0.26
7992,'2023/12/04 22:39:16:741',75,0,0,0,0,-1,0.73,0.26
7993,'2023/12/04 22:39:16:757',75,0,0,0,0,-1,0.73,0.26
7994,'2023/12/04 22:39:16:774',75,0,0,0,0,-1,0.73,0.26
7995,'2023/12/04 22:39:16:792',75,0,0,0,0,-1,0.73,0.26
7996,'2023/12/04 22:39:16:807',75,0,0,0,0,-1,0.73,0.26
7997,'2023/12/04 22:39:16:823',75,0,0,0,0,-1,0.73,0.26
7998,'2023/12/04 22:39:16:841',75,0,0,0,0,-1,0.73,0.26
7999,'2023/12/04 22:39:16:856',75,0,0,0,0,-1,0.73,0.26
8000,'2023/12/04 22:39:16:875',75,0,0,0,0,-1,0.73,0.26
8001,'2023/12/04 22:39:16:892',75,0,0,0,0,-1,0.73,0.26
8002,'2023/12/04 22:39:16:906',75,0,0,0,0,-1,0.73,0.26
8003,'2023/12/04 22:39:16:926',75,0,0,0,0,-1,0.73,0.26
8004,'2023/12/04 22:39:16:942',75,0,0,0,0,-1,0.73,0.26
8005,'2023/12/04 22:39:16:957',75,0,0,0,0,-1,0.73,0.26
8006,'2023/12/04 22:39:16:973',75,0,0,0,0,-1,0.73,0.26
8007,'2023/12/04 22:39:16:992',75,0,0,0,0,-1,0.73,0.26
8008,'2023/12/04 22:39:17:006',75,0,0,0,0,-1,0.73,0.26
8009,'2023/12/04 22:39:17:024',75,0,0,0,0,-1,0.73,0.26
8010,'2023/12/04 22:39:17:042',75,0,0,0,0,-1,0.73,0.26
8011,'2023/12/04 22:39:17:058',75,0,0,0,0,-1,0.73,0.26
8012,'2023/12/04 22:39:17:075',75,0,0,0,0,-1,0.73,0.26
8013,'2023/12/04 22:39:17:091',75,0,0,0,0,-1,0.73,0.26
8014,'2023/12/04 22:39:17:106',75,0,0,0,0,-1,0.73,0.26
8015,'2023/12/04 22:39:17:125',75,0,0,0,0,-1,0.73,0.26
8016,'2023/12/04 22:39:17:141',75,0,0,0,0,-1,0.73,0.26
8017,'2023/12/04 22:39:17:157',75,0,0,0,0,-1,0.73,0.26
8018,'2023/12/04 22:39:17:175',75,0,0,0,0,-1,0.73,0.26
8019,'2023/12/04 22:39:17:189',75,0,0,0,0,-1,0.73,0.26
8020,'2023/12/04 22:39:17:210',75,0,0,0,0,-1,0.73,0.26
8021,'2023/12/04 22:39:17:223',75,0,0,0,0,-1,0.73,0.26
8022,'2023/12/04 22:39:17:241',75,0,0,0,0,-1,0.73,0.26
8023,'2023/12/04 22:39:17:256',75,0,0,0,0,-1,0.73,0.26
8024,'2023/12/04 22:39:17:273',75,0,0,0,0,-1,0.73,0.26
8025,'2023/12/04 22:39:17:289',75,0,0,0,0,-1,0.73,0.26
8026,'2023/12/04 22:39:17:306',75,0,0,0,0,-1,0.73,0.26
8027,'2023/12/04 22:39:17:362',75,0,0,0,0,-1,0.73,0.26
8028,'2023/12/04 22:39:17:380',75,0,0,0,0,-1,0.73,0.26
8029,'2023/12/04 22:39:17:397',75,0,0,0,0,-1,0.73,0.26
8030,'2023/12/04 22:39:17:415',75,0,0,0,0,-1,0.73,0.26
8031,'2023/12/04 22:39:17:432',75,0,0,0,0,-1,0.73,0.26
8032,'2023/12/04 22:39:17:447',75,0,0,0,0,-1,0.73,0.26
8033,'2023/12/04 22:39:17:466',75,0,0,0,0,-1,0.73,0.26
8034,'2023/12/04 22:39:17:482',75,0,0,0,0,-1,0.73,0.26
8035,'2023/12/04 22:39:17:496',75,0,0,0,0,-1,0.73,0.26
8036,'2023/12/04 22:39:17:513',75,0,0,0,0,-1,0.73,0.26
8037,'2023/12/04 22:39:17:530',75,0,0,0,0,-1,0.73,0.26
8038,'2023/12/04 22:39:17:549',75,0,0,0,0,-1,0.73,0.26
8039,'2023/12/04 22:39:17:563',75,0,0,0,0,-1,0.73,0.26
8040,'2023/12/04 22:39:17:581',75,0,0,0,0,-1,0.73,0.26
8041,'2023/12/04 22:39:17:598',75,0,0,0,0,-1,0.73,0.26
8042,'2023/12/04 22:39:17:612',75,0,0,0,0,-1,0.73,0.26
8043,'2023/12/04 22:39:17:633',75,0,0,0,0,-1,0.73,0.26
8044,'2023/12/04 22:39:17:649',75,0,0,0,0,-1,0.73,0.26
8045,'2023/12/04 22:39:17:663',75,0,0,0,0,-1,0.73,0.26
8046,'2023/12/04 22:39:17:682',75,0,0,0,0,-1,0.73,0.26
8047,'2023/12/04 22:39:17:707',75,0,0,0,0,-1,0.73,0.26
8048,'2023/12/04 22:39:17:759',75,0,0,0,0,-1,0.73,0.26
8049,'2023/12/04 22:39:17:774',75,0,0,0,0,-1,0.73,0.26
8050,'2023/12/04 22:39:17:794',75,0,0,0,0,-1,0.73,0.26
8051,'2023/12/04 22:39:17:807',75,0,0,0,0,-1,0.73,0.26
8052,'2023/12/04 22:39:17:826',75,0,0,0,0,-1,0.73,0.26
8053,'2023/12/04 22:39:31:030',76,0,0,0,0,-1,0.4,0.26
8054,'2023/12/04 22:39:31:048',76,0,0,0,0,-1,0.4,0.26
8055,'2023/12/04 22:39:31:065',76,0,0,0,0,-1,0.4,0.26
8056,'2023/12/04 22:39:31:082',76,0,0,0,0,-1,0.4,0.26
8057,'2023/12/04 22:39:31:096',76,0,0,0,0,-1,0.4,0.26
8058,'2023/12/04 22:39:31:114',76,0,0,0,0,-1,0.4,0.26
8059,'2023/12/04 22:39:31:130',76,0,0,0,0,-1,0.4,0.26
8060,'2023/12/04 22:39:31:146',76,0,0,0,0,-1,0.4,0.26
8061,'2023/12/04 22:39:31:165',76,0,0,0,0,-1,0.4,0.26
8062,'2023/12/04 22:39:37:750',77,0,0,0,0,-1,0.4,0.26
8063,'2023/12/04 22:39:37:764',77,0,0,0,0,-1,0.4,0.26
8064,'2023/12/04 22:39:37:781',77,0,0,0,0,-1,0.4,0.26
8065,'2023/12/04 22:39:37:800',77,0,0,0,0,-1,0.4,0.26
8066,'2023/12/04 22:39:37:816',77,0,0,0,0,-1,0.4,0.26
8067,'2023/12/04 22:39:37:834',77,0,0,0,0,-1,0.4,0.26
8068,'2023/12/04 22:39:37:847',77,0,0,0,0,-1,0.4,0.26
8069,'2023/12/04 22:39:37:865',77,0,0,0,0,-1,0.4,0.26
8070,'2023/12/04 22:39:39:099',78,0,0,0,0,-1,0.4,0.26
8071,'2023/12/04 22:39:39:117',78,0,0,0,0,-1,0.4,0.26
8072,'2023/12/04 22:39:39:134',78,0,0,0,0,-1,0.4,0.26
8073,'2023/12/04 22:39:39:147',78,0,0,0,0,-1,0.4,0.26
8074,'2023/12/04 22:39:39:164',78,0,0,0,0,-1,0.4,0.26
8075,'2023/12/04 22:39:39:182',78,0,0,0,0,-1,0.4,0.26
8076,'2023/12/04 22:39:39:199',78,0,0,0,0,-1,0.4,0.26
8077,'2023/12/04 22:39:39:216',78,0,0,0,0,-1,0.4,0.26
8078,'2023/12/04 22:39:39:233',78,0,0,0,0,-1,0.4,0.26
8079,'2023/12/04 22:39:39:250',78,0,0,0,0,-1,0.4,0.26
8080,'2023/12/04 22:39:39:264',78,0,0,0,0,-1,0.4,0.26
8081,'2023/12/04 22:39:39:280',78,0,0,0,0,-1,0.4,0.26
8082,'2023/12/04 22:39:39:298',78,0,0,0,0,-1,0.4,0.26
8083,'2023/12/04 22:39:39:314',78,0,0,0,0,-1,0.4,0.26
8084,'2023/12/04 22:39:39:331',78,0,0,0,0,-1,0.4,0.26
8085,'2023/12/04 22:39:39:349',78,0,0,0,0,-1,0.4,0.26
8086,'2023/12/04 22:39:39:367',78,0,0,0,0,-1,0.4,0.26
8087,'2023/12/04 22:39:39:385',78,0,0,0,0,-1,0.4,0.26
8088,'2023/12/04 22:39:39:399',78,0,0,0,0,-1,0.4,0.26
8089,'2023/12/04 22:39:39:420',78,0,0,0,0,-1,0.4,0.26
8090,'2023/12/04 22:39:39:433',78,0,0,0,0,-1,0.4,0.26
8091,'2023/12/04 22:39:39:456',78,0,0,0,0,-1,0.4,0.26
8092,'2023/12/04 22:39:39:474',78,0,0,0,0,-1,0.4,0.26
8093,'2023/12/04 22:39:39:491',78,-588,-588,-588,-588,-12895429,0.4,0.26
8094,'2023/12/04 22:39:39:504',78,0,0,0,0,-1,0.4,0.26
8095,'2023/12/04 22:39:39:520',78,726,0,0,0,-1,0.4,0.26
8096,'2023/12/04 22:39:39:535',78,726,0,0,0,-1,0.4,0.26
8097,'2023/12/04 22:39:39:550',78,0,0,0,0,-1,0.4,0.26
8098,'2023/12/04 22:39:39:569',78,0,0,0,0,-1,0.4,0.26
8099,'2023/12/04 22:39:39:583',78,0,0,0,0,-1,0.4,0.26
8100,'2023/12/04 22:39:39:600',78,0,0,0,0,-1,0.4,0.26
8101,'2023/12/04 22:39:39:617',78,0,0,0,0,-1,0.4,0.26
8102,'2023/12/04 22:39:39:633',78,726,0,0,0,-1,0.4,0.26
8103,'2023/12/04 22:39:39:652',78,0,0,0,0,-1,0.4,0.26
8104,'2023/12/04 22:39:39:668',78,0,0,0,0,-1,0.4,0.26
8105,'2023/12/04 22:39:39:686',78,0,0,0,0,-1,0.4,0.26
8106,'2023/12/04 22:39:39:699',78,0,0,0,0,-1,0.4,0.26
8107,'2023/12/04 22:39:39:719',78,0,0,0,0,-1,0.4,0.26
8108,'2023/12/04 22:39:39:732',78,0,0,0,0,-1,0.4,0.26
8109,'2023/12/04 22:39:39:750',78,0,0,0,0,-1,0.4,0.26
8110,'2023/12/04 22:39:39:769',78,0,0,0,0,-1,0.4,0.26
8111,'2023/12/04 22:39:39:784',78,0,0,0,0,-1,0.4,0.26
8112,'2023/12/04 22:39:39:802',78,0,0,0,0,-1,0.4,0.26
8113,'2023/12/04 22:39:39:819',78,0,0,0,0,-1,0.4,0.26
8114,'2023/12/04 22:39:39:833',78,0,0,0,0,-1,0.4,0.26
8115,'2023/12/04 22:39:39:854',78,0,0,0,0,-1,0.4,0.26
8116,'2023/12/04 22:39:39:866',78,0,0,0,0,-1,0.4,0.26
8117,'2023/12/04 22:39:39:884',78,0,0,285,765,-1,0.4,0.26
8118,'2023/12/04 22:39:39:900',78,0,0,0,0,-1,0.4,0.26
8119,'2023/12/04 22:39:39:918',78,0,0,0,0,-1,0.4,0.26
8120,'2023/12/04 22:39:39:934',78,0,0,0,0,-1,0.4,0.26
8121,'2023/12/04 22:39:39:952',78,0,0,0,0,-1,0.4,0.26
8122,'2023/12/04 22:39:39:969',78,0,0,0,0,-1,0.4,0.26
8123,'2023/12/04 22:39:39:982',78,0,0,0,0,-1,0.4,0.26
8124,'2023/12/04 22:39:40:003',78,0,0,0,0,-1,0.4,0.26
8125,'2023/12/04 22:39:40:016',78,0,0,0,0,-1,0.4,0.26
8126,'2023/12/04 22:39:40:034',78,0,0,0,0,-1,0.4,0.26
8127,'2023/12/04 22:39:40:051',78,0,0,0,0,-1,0.4,0.26
8128,'2023/12/04 22:39:40:068',78,0,0,0,0,-1,0.4,0.26
8129,'2023/12/04 22:39:40:086',78,0,765,0,0,-1,0.4,0.26
8130,'2023/12/04 22:39:40:103',78,0,0,0,765,-1,0.4,0.26
8131,'2023/12/04 22:39:40:116',78,0,0,0,765,-1,0.4,0.26
8132,'2023/12/04 22:39:40:134',78,0,0,0,765,-1,0.4,0.26
8133,'2023/12/04 22:39:40:150',78,0,0,0,765,-1,0.4,0.26
8134,'2023/12/04 22:39:40:169',78,0,0,0,258,-1,0.4,0.26
8135,'2023/12/04 22:39:40:186',78,0,0,0,0,-1,0.4,0.26
8136,'2023/12/04 22:39:40:201',78,0,0,0,0,-1,0.4,0.26
8137,'2023/12/04 22:39:40:220',78,0,0,0,0,-1,0.4,0.26
8138,'2023/12/04 22:39:40:233',78,0,0,0,0,-1,0.4,0.26
8139,'2023/12/04 22:39:40:252',78,0,0,0,0,-1,0.4,0.26
8140,'2023/12/04 22:39:40:266',78,0,0,0,0,-1,0.4,0.26
8141,'2023/12/04 22:39:40:283',78,0,0,0,0,-1,0.4,0.26
8142,'2023/12/04 22:39:40:302',78,0,0,0,0,-1,0.4,0.26
8143,'2023/12/04 22:39:40:318',78,0,0,0,0,-1,0.4,0.26
8144,'2023/12/04 22:39:40:336',78,0,0,0,0,-1,0.4,0.26
8145,'2023/12/04 22:39:40:351',78,0,0,0,0,-1,0.4,0.26
8146,'2023/12/04 22:39:40:368',78,0,0,0,0,-1,0.4,0.26
8147,'2023/12/04 22:39:40:383',78,0,0,0,765,-1,0.4,0.26
8148,'2023/12/04 22:39:40:399',78,0,0,0,765,-1,0.4,0.26
8149,'2023/12/04 22:39:40:420',78,0,0,0,264,-1,0.4,0.26
8150,'2023/12/04 22:39:40:434',78,0,0,0,264,-1,0.4,0.26
8151,'2023/12/04 22:39:40:452',78,0,0,0,264,-1,0.4,0.26
8152,'2023/12/04 22:39:40:469',78,0,0,0,264,-1,0.4,0.26
8153,'2023/12/04 22:39:40:483',78,0,0,0,264,-1,0.4,0.26
8154,'2023/12/04 22:39:40:501',78,0,0,0,264,-1,0.4,0.26
8155,'2023/12/04 22:39:40:516',78,0,0,0,264,-1,0.4,0.26
8156,'2023/12/04 22:39:40:534',78,0,0,0,300,-1,0.4,0.26
8157,'2023/12/04 22:39:40:550',78,0,0,0,0,-1,0.4,0.26
8158,'2023/12/04 22:39:40:568',78,0,0,0,0,-1,0.4,0.26
8159,'2023/12/04 22:39:40:585',78,0,0,0,0,-1,0.4,0.26
8160,'2023/12/04 22:39:40:603',78,0,0,0,0,-1,0.4,0.26
8161,'2023/12/04 22:39:40:617',78,0,0,0,0,-1,0.4,0.26
8162,'2023/12/04 22:39:40:633',78,0,0,0,0,-1,0.4,0.26
8163,'2023/12/04 22:39:40:650',78,0,0,0,0,-1,0.4,0.26
8164,'2023/12/04 22:39:40:669',78,0,0,0,0,-1,0.4,0.26
8165,'2023/12/04 22:39:40:684',78,0,0,0,0,-1,0.4,0.26
8166,'2023/12/04 22:39:40:701',78,0,0,0,0,-1,0.4,0.26
8167,'2023/12/04 22:39:40:718',78,0,0,0,0,-1,0.4,0.26
8168,'2023/12/04 22:39:40:732',78,0,0,0,0,-1,0.4,0.26
8169,'2023/12/04 22:39:40:750',78,0,0,0,0,-1,0.4,0.26
8170,'2023/12/04 22:39:40:768',78,0,0,0,0,-1,0.4,0.26
8171,'2023/12/04 22:39:40:782',78,0,0,0,0,-1,0.4,0.26
8172,'2023/12/04 22:39:40:800',78,0,0,0,0,-1,0.4,0.26
8173,'2023/12/04 22:39:40:819',78,0,0,0,0,-1,0.4,0.26
8174,'2023/12/04 22:39:40:835',78,0,0,0,0,-1,0.4,0.26
8175,'2023/12/04 22:39:40:852',78,0,0,0,0,-1,0.4,0.26
8176,'2023/12/04 22:39:40:866',78,0,0,0,0,-1,0.4,0.26
8177,'2023/12/04 22:39:40:886',78,0,0,0,0,-1,0.4,0.26
8178,'2023/12/04 22:39:40:899',78,0,0,0,0,-1,0.4,0.26
8179,'2023/12/04 22:39:40:917',78,0,0,0,0,-1,0.4,0.26
8180,'2023/12/04 22:39:40:933',78,0,0,0,0,-1,0.4,0.26
8181,'2023/12/04 22:39:40:951',78,0,0,0,0,-1,0.4,0.26
8182,'2023/12/04 22:39:40:966',78,0,0,0,0,-1,0.4,0.26
8183,'2023/12/04 22:39:40:986',78,0,0,0,0,-1,0.4,0.26
8184,'2023/12/04 22:39:41:001',78,0,0,0,0,-1,0.4,0.26
8185,'2023/12/04 22:39:41:016',78,0,0,0,0,-1,0.4,0.26
8186,'2023/12/04 22:39:41:033',78,0,0,0,0,-1,0.4,0.26
8187,'2023/12/04 22:39:41:052',78,0,0,0,0,-1,0.4,0.26
8188,'2023/12/04 22:39:41:067',78,0,0,0,0,-1,0.4,0.26
8189,'2023/12/04 22:39:41:086',78,0,0,0,0,-1,0.4,0.26
8190,'2023/12/04 22:39:41:102',78,0,0,0,0,-1,0.4,0.26
8191,'2023/12/04 22:39:41:119',78,0,0,0,0,-1,0.4,0.26
8192,'2023/12/04 22:39:41:133',78,0,0,0,0,-1,0.4,0.26
8193,'2023/12/04 22:39:41:154',78,0,0,0,0,-1,0.4,0.26
8194,'2023/12/04 22:39:41:167',78,0,0,0,0,-1,0.4,0.26
8195,'2023/12/04 22:39:41:183',78,0,0,0,0,-1,0.4,0.26
8196,'2023/12/04 22:39:41:200',78,0,0,0,0,-1,0.4,0.26
8197,'2023/12/04 22:39:41:218',78,0,0,0,174,-1,0.4,0.26
8198,'2023/12/04 22:39:41:235',78,0,0,0,288,-1,0.4,0.26
8199,'2023/12/04 22:39:41:253',78,0,0,0,288,-1,0.4,0.26
8200,'2023/12/04 22:39:41:266',78,0,0,0,288,-1,0.4,0.26
8201,'2023/12/04 22:39:41:283',78,0,0,0,0,-1,0.4,0.26
8202,'2023/12/04 22:39:41:300',78,0,0,0,0,-1,0.4,0.26
8203,'2023/12/04 22:39:41:316',78,0,0,0,0,-1,0.4,0.26
8204,'2023/12/04 22:39:41:334',78,0,0,0,0,-1,0.4,0.26
8205,'2023/12/04 22:39:41:352',78,0,0,0,0,-1,0.4,0.26
8206,'2023/12/04 22:39:41:369',78,717,0,0,0,-1,0.4,0.26
8207,'2023/12/04 22:39:41:386',78,717,0,0,0,-1,0.4,0.26
8208,'2023/12/04 22:39:41:400',78,0,0,0,0,-1,0.4,0.26
8209,'2023/12/04 22:39:41:419',78,0,0,0,0,-1,0.4,0.26
8210,'2023/12/04 22:39:41:432',78,0,0,0,0,-1,0.4,0.26
8211,'2023/12/04 22:39:41:451',78,0,0,0,0,-1,0.4,0.26
8212,'2023/12/04 22:39:41:468',78,0,0,0,0,-1,0.4,0.26
8213,'2023/12/04 22:39:41:485',78,0,0,0,0,-1,0.4,0.26
8214,'2023/12/04 22:39:41:502',78,0,0,0,0,-1,0.4,0.26
8215,'2023/12/04 22:39:41:516',78,0,0,0,0,-1,0.4,0.26
8216,'2023/12/04 22:39:41:532',78,0,0,0,0,-1,0.4,0.26
8217,'2023/12/04 22:39:41:551',78,135,0,0,0,-1,0.4,0.26
8218,'2023/12/04 22:39:41:568',78,0,0,0,0,-1,0.4,0.26
8219,'2023/12/04 22:39:41:583',78,0,0,0,0,-1,0.4,0.26
8220,'2023/12/04 22:39:41:601',78,0,0,0,0,-1,0.4,0.26
8221,'2023/12/04 22:39:41:618',78,0,0,0,0,-1,0.4,0.26
8222,'2023/12/04 22:39:41:636',78,0,0,0,0,-1,0.4,0.26
8223,'2023/12/04 22:39:41:653',78,0,0,0,0,-1,0.4,0.26
8224,'2023/12/04 22:39:41:666',78,0,0,0,0,-1,0.4,0.26
8225,'2023/12/04 22:39:41:683',78,0,0,765,81,-1,0.4,0.26
8226,'2023/12/04 22:39:41:700',78,0,0,0,0,-1,0.4,0.26
8227,'2023/12/04 22:39:41:718',78,0,0,0,0,-1,0.4,0.26
8228,'2023/12/04 22:39:41:734',78,0,0,0,0,-1,0.4,0.26
8229,'2023/12/04 22:39:41:752',78,0,0,0,0,-1,0.4,0.26
8230,'2023/12/04 22:39:41:769',78,0,0,0,0,-1,0.4,0.26
8231,'2023/12/04 22:39:41:782',78,0,168,0,0,-1,0.4,0.26
8232,'2023/12/04 22:39:41:801',78,0,0,0,0,-1,0.4,0.26
8233,'2023/12/04 22:39:41:817',78,168,0,0,0,-1,0.4,0.26
8234,'2023/12/04 22:39:41:834',78,0,0,0,0,-1,0.4,0.26
8235,'2023/12/04 22:39:41:853',78,0,0,0,0,-1,0.4,0.26
8236,'2023/12/04 22:39:41:868',78,0,0,0,0,-1,0.4,0.26
8237,'2023/12/04 22:39:41:886',78,99,0,0,0,-1,0.4,0.26
8238,'2023/12/04 22:39:41:903',78,0,0,0,0,-1,0.4,0.26
8239,'2023/12/04 22:39:41:916',78,0,0,0,0,-1,0.4,0.26
8240,'2023/12/04 22:39:41:936',78,0,0,0,765,-1,0.4,0.26
8241,'2023/12/04 22:39:41:950',78,0,0,0,0,-1,0.4,0.26
8242,'2023/12/04 22:39:41:968',78,0,0,0,0,-1,0.4,0.26
8243,'2023/12/04 22:39:41:985',78,0,0,0,0,-1,0.4,0.26
8244,'2023/12/04 22:39:42:001',78,0,0,0,0,-1,0.4,0.26
8245,'2023/12/04 22:39:42:019',78,0,0,0,0,-1,0.4,0.26
8246,'2023/12/04 22:39:42:036',78,0,765,0,0,-1,0.4,0.26
8247,'2023/12/04 22:39:42:051',78,-351,-351,-351,-234,-7697782,0.4,0.26
8248,'2023/12/04 22:39:42:066',78,0,0,0,0,-1,0.4,0.26
8249,'2023/12/04 22:39:42:082',78,0,0,0,0,-1,0.4,0.26
8250,'2023/12/04 22:39:42:101',78,0,0,0,0,-1,0.4,0.26
8251,'2023/12/04 22:39:42:118',78,765,0,0,0,-1,0.4,0.26
8252,'2023/12/04 22:39:42:135',78,0,0,0,0,-1,0.4,0.26
8253,'2023/12/04 22:39:42:152',78,0,0,0,0,-1,0.4,0.26
8254,'2023/12/04 22:39:42:166',78,0,0,0,0,-1,0.4,0.26
8255,'2023/12/04 22:39:42:183',78,0,0,0,0,-1,0.4,0.26
8256,'2023/12/04 22:39:42:199',78,0,0,0,0,-1,0.4,0.26
