@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3}

@data
2565,'2023/11/28 03:09:55:154',101,0.001335,0.014112,0.003755,?
2566,'2023/11/28 03:09:55:165',101,-0.000614,0.004756,0.009392,?
2567,'2023/11/28 03:09:55:197',101,-0.000307,-0.001029,0.01012,?
2568,'2023/11/28 03:09:56:032',102,-0.003305,0.000048,0.007676,?
2569,'2023/11/28 03:09:56:064',102,-0.003397,-0.017894,0.009324,?
2570,'2023/11/28 03:09:56:099',102,-0.006346,-0.010698,0.008784,?
2571,'2023/11/28 03:09:56:200',102,-0.006402,-0.002022,0.003871,?
2572,'2023/11/28 03:09:56:200',102,-0.003657,0.007027,0.006269,?
2573,'2023/11/28 03:09:56:200',102,-0.001118,0.000133,-0.000193,?
2574,'2023/11/28 03:09:56:233',102,-0.003889,0.008893,0.001631,?
2575,'2023/11/28 03:09:56:290',102,0.000835,0.011377,-0.001021,?
2576,'2023/11/28 03:09:56:335',102,0.002784,-0.002251,0.001887,?
2577,'2023/11/28 03:09:56:408',102,0.00485,-0.006807,-0.001921,?
2578,'2023/11/28 03:09:56:409',102,0.00148,0.000512,0.00518,?
2579,'2023/11/28 03:09:56:468',102,-0.00147,0.004264,0.004479,?
2580,'2023/11/28 03:09:56:468',102,-0.0037,-0.000831,0.001188,?
2581,'2023/11/28 03:09:56:469',102,-0.004458,-0.006613,-0.001026,?
2582,'2023/11/28 03:09:57:204',103,-0.000908,-0.00595,-0.002864,?
2583,'2023/11/28 03:09:57:235',103,-0.010381,-0.009704,-0.000662,?
2584,'2023/11/28 03:09:57:267',103,-0.003562,-0.011177,-0.000324,?
2585,'2023/11/28 03:09:57:312',103,-0.000458,0.011389,-0.004614,?
2586,'2023/11/28 03:09:57:365',103,0.00071,-0.000226,0.003069,?
2587,'2023/11/28 03:09:57:366',103,0.004143,-0.007032,0.001699,?
2588,'2023/11/28 03:09:57:397',103,0.001849,0.003206,0.000726,?
2589,'2023/11/28 03:09:57:443',103,0.0018,-0.005913,0.008047,?
2590,'2023/11/28 03:09:57:467',103,0.002133,-0.000564,0.008339,?
2591,'2023/11/28 03:09:57:500',103,0.004994,0.009055,-0.002842,?
2592,'2023/11/28 03:09:57:564',103,0.004508,0.020476,-0.009342,?
2593,'2023/11/28 03:09:57:599',103,0.016027,0.017391,-0.011938,?
2594,'2023/11/28 03:09:58:558',104,0.003225,0.002891,-0.002908,?
2595,'2023/11/28 03:09:58:565',104,0.005211,-0.003953,-0.004247,?
2596,'2023/11/28 03:09:58:597',104,-0.001919,0.012997,0.012905,?
2597,'2023/11/28 03:09:58:636',104,-0.005856,0.010568,0.01235,?
2598,'2023/11/28 03:09:58:673',104,-0.002785,0.01177,0.024983,?
2599,'2023/11/28 03:09:58:697',104,-0.006096,0.027079,0.015716,?
2600,'2023/11/28 03:09:58:730',104,0.004088,0.018165,0.008503,?
2601,'2023/11/28 03:09:58:770',104,0.002015,0.014485,0.002762,?
2602,'2023/11/28 03:09:58:801',104,0.008938,0.020003,-0.01004,?
2603,'2023/11/28 03:09:58:863',104,0.012173,0.009203,-0.015555,?
2604,'2023/11/28 03:10:04:712',105,-0.001735,-0.01108,0.00621,?
2605,'2023/11/28 03:10:04:755',105,-0.003431,-0.005549,0.006062,?
2606,'2023/11/28 03:10:04:770',105,-0.003141,-0.007019,0.003294,?
2607,'2023/11/28 03:10:04:799',105,-0.007838,-0.009131,0.009532,?
2608,'2023/11/28 03:10:04:834',105,-0.005266,0.000494,0.009686,?
2609,'2023/11/28 03:10:04:864',105,-0.003716,0.000046,0.004705,?
2610,'2023/11/28 03:10:04:897',105,-0.002946,0.001366,0.000294,?
2611,'2023/11/28 03:10:04:940',105,-0.001079,0.004052,-0.000059,?
2612,'2023/11/28 03:10:04:968',105,0.003912,-0.003077,0.001653,?
2613,'2023/11/28 03:10:05:006',105,0.001366,0.00198,0.006111,?
2614,'2023/11/28 03:10:05:033',105,0.001739,-0.002491,0.002594,?
2615,'2023/11/28 03:10:05:072',105,-0.003099,-0.000462,0.001117,?
2616,'2023/11/28 03:10:05:134',105,0.000375,-0.007417,0.001085,?
2617,'2023/11/28 03:10:06:271',106,-0.005426,-0.008787,0.008368,?
2618,'2023/11/28 03:10:06:271',106,-0.00977,-0.003066,0.001626,?
2619,'2023/11/28 03:10:06:304',106,-0.004848,-0.014907,0.001777,?
2620,'2023/11/28 03:10:06:335',106,-0.009611,-0.00681,0.006186,?
2621,'2023/11/28 03:10:06:365',106,-0.003842,-0.005443,0.00583,?
2622,'2023/11/28 03:10:06:500',106,0.0028,-0.013693,-0.000828,?
2623,'2023/11/28 03:10:06:501',106,-0.002027,-0.002295,0.003813,?
2624,'2023/11/28 03:10:06:501',106,-0.003524,0.000607,0.007472,?
2625,'2023/11/28 03:10:06:509',106,0.005443,-0.008185,0.003031,?
2626,'2023/11/28 03:10:06:532',106,0.004756,0.002362,0.001151,?
2627,'2023/11/28 03:10:06:563',106,0.002394,0.005691,-0.000649,?
2628,'2023/11/28 03:10:07:363',107,0.006198,-0.000088,-0.015566,?
2629,'2023/11/28 03:10:07:409',107,-0.002907,0.003084,0.006131,?
2630,'2023/11/28 03:10:07:432',107,0.005525,-0.005643,0.012112,?
2631,'2023/11/28 03:10:07:550',107,0.007027,-0.004597,0.006531,?
2632,'2023/11/28 03:10:07:550',107,0.002351,-0.015793,0.017332,?
2633,'2023/11/28 03:10:07:550',107,-0.006541,-0.006995,0.012834,?
2634,'2023/11/28 03:10:07:582',107,-0.001788,-0.008995,0.008119,?
2635,'2023/11/28 03:10:07:597',107,0.00075,-0.003181,-0.000124,?
2636,'2023/11/28 03:10:07:654',107,0.003699,0.004683,-0.01193,?
2637,'2023/11/28 03:10:09:134',108,-0.006908,0.012065,0.003225,?
2638,'2023/11/28 03:10:09:208',108,-0.005743,0.003443,-0.002087,?
2639,'2023/11/28 03:10:09:210',108,-0.001883,0.006765,-0.010821,?
2640,'2023/11/28 03:10:09:235',108,-0.00171,0.007332,-0.008763,?
2641,'2023/11/28 03:10:09:281',108,-0.002079,-0.000607,0.009197,?
2642,'2023/11/28 03:10:09:302',108,-0.023906,0.018215,-0.002396,?
2643,'2023/11/28 03:10:09:650',109,0.004318,0.006624,-0.006499,?
2644,'2023/11/28 03:10:09:650',109,0.001012,0.011655,-0.003838,?
2645,'2023/11/28 03:10:09:651',109,-0.007027,0.012515,-0.005277,?
2646,'2023/11/28 03:10:09:665',109,-0.000008,-0.010002,0.003831,?
2647,'2023/11/28 03:10:09:697',109,0.002041,-0.018682,0.005988,?
2648,'2023/11/28 03:10:09:737',109,-0.008644,-0.016539,0.017587,?
2649,'2023/11/28 03:10:09:764',109,0.003181,-0.009926,0.025446,?
2650,'2023/11/28 03:10:09:810',109,0.001857,-0.015852,0.039731,?
2651,'2023/11/28 03:10:10:243',110,-0.001971,-0.018276,0.008798,?
2652,'2023/11/28 03:10:10:266',110,0.001972,-0.000298,-0.001603,?
2653,'2023/11/28 03:10:10:298',110,0.005285,-0.006738,-0.002973,?
2654,'2023/11/28 03:10:10:330',110,-0.004031,0.011842,-0.011426,?
2655,'2023/11/28 03:10:10:364',110,0.007013,0.003135,0.000709,?
2656,'2023/11/28 03:10:10:398',110,-0.002342,0.011212,-0.009258,?
2657,'2023/11/28 03:10:10:432',110,-0.000294,0.008071,-0.012889,?
2658,'2023/11/28 03:10:10:692',111,0.008407,0.038165,-0.000579,?
2659,'2023/11/28 03:10:10:693',111,0.044488,-0.00477,0.06856,?
2660,'2023/11/28 03:10:10:693',111,0.018366,-0.006726,0.053906,?
2661,'2023/11/28 03:10:10:700',111,-0.03397,0.02413,0.02487,?
2662,'2023/11/28 03:10:10:775',111,0.006471,-0.032051,0.035968,?
2663,'2023/11/28 03:10:10:775',111,0.006857,-0.003139,0.00229,?
2664,'2023/11/28 03:10:10:796',111,-0.006899,0.018897,-0.002779,?
2665,'2023/11/28 03:10:10:830',111,-0.020099,0.035175,0.005019,?
2666,'2023/11/28 03:10:10:866',111,-0.027937,0.027683,-0.015733,?
2667,'2023/11/28 03:10:10:897',111,-0.018607,0.015149,0.002949,?
2668,'2023/11/28 03:10:10:944',111,-0.016535,0.014922,0.020383,?
2669,'2023/11/28 03:10:10:978',111,0.012278,-0.001672,0.013082,?
2670,'2023/11/28 03:10:10:997',111,0.006125,0.020458,0.013255,?
2671,'2023/11/28 03:10:11:039',111,0.008941,0.021577,0.018704,?
2672,'2023/11/28 03:10:11:064',111,0.013134,0.014046,0.026265,?
2673,'2023/11/28 03:10:11:096',111,0.005509,0.01676,0.021946,?
2674,'2023/11/28 03:10:11:177',111,-0.00244,0.024828,0.022627,?
2675,'2023/11/28 03:10:11:177',111,0.002914,0.029938,-0.004101,?
2676,'2023/11/28 03:10:11:198',111,0.002423,0.025952,0.001718,?
2677,'2023/11/28 03:10:25:896',112,0.006583,-0.019269,0.00703,?
2678,'2023/11/28 03:10:25:930',112,-0.002546,-0.004571,0.003704,?
2679,'2023/11/28 03:10:25:962',112,-0.0035,0.003652,0.003333,?
2680,'2023/11/28 03:10:25:996',112,0.001477,-0.00668,0.00677,?
2681,'2023/11/28 03:10:26:041',112,-0.007486,0.005722,0.005388,?
2682,'2023/11/28 03:10:26:062',112,0.005942,-0.006381,0.006891,?
2683,'2023/11/28 03:10:26:097',112,0.005403,-0.009298,0.005596,?
2684,'2023/11/28 03:10:26:147',112,-0.001878,-0.005612,0.003563,?
2685,'2023/11/28 03:10:26:162',112,-0.002442,-0.004483,0.005414,?
2686,'2023/11/28 03:10:26:196',112,-0.003298,-0.004751,0.005262,?
2687,'2023/11/28 03:10:26:231',112,0.000439,-0.008567,-0.002096,?
2688,'2023/11/28 03:10:26:262',112,-0.000706,-0.006296,-0.00012,?
2689,'2023/11/28 03:10:26:297',112,-0.003242,0.000852,-0.00704,?
2690,'2023/11/28 03:10:26:765',113,0.010532,-0.013964,0.005112,?
2691,'2023/11/28 03:10:26:798',113,0.000318,-0.005067,0.00244,?
2692,'2023/11/28 03:10:26:841',113,-0.001964,-0.001435,-0.017773,?
2693,'2023/11/28 03:10:26:882',113,-0.005254,0.006749,-0.023798,?
2694,'2023/11/28 03:10:26:899',113,-0.010981,0.015878,-0.017601,?
2695,'2023/11/28 03:10:26:967',113,0.006319,-0.002629,-0.011018,?
2696,'2023/11/28 03:10:26:968',113,0.003011,0.002093,-0.004691,?
2697,'2023/11/28 03:10:27:005',113,0.000013,-0.01112,-0.003179,?
2698,'2023/11/28 03:10:27:032',113,-0.003681,-0.01066,-0.001797,?
2699,'2023/11/28 03:10:27:063',113,-0.009099,-0.00649,-0.001184,?
2700,'2023/11/28 03:10:27:097',113,0.000976,-0.013213,0.00308,?
2701,'2023/11/28 03:10:27:765',114,0.003376,0.012675,-0.007388,?
2702,'2023/11/28 03:10:27:802',114,0.004914,-0.002676,-0.018354,?
2703,'2023/11/28 03:10:27:852',114,-0.016275,0.000934,0.000308,?
2704,'2023/11/28 03:10:27:875',114,-0.010128,-0.012051,0.011765,?
2705,'2023/11/28 03:10:27:896',114,-0.008483,-0.012633,0.01095,?
2706,'2023/11/28 03:10:27:959',114,-0.007958,-0.011905,0.011024,?
2707,'2023/11/28 03:10:27:963',114,-0.004627,-0.00703,0.01332,?
2708,'2023/11/28 03:10:28:519',115,0.002095,0.004004,0.004681,?
2709,'2023/11/28 03:10:28:519',115,0.003297,0.002068,0.000862,?
2710,'2023/11/28 03:10:28:520',115,-0.001457,-0.001217,0.003613,?
2711,'2023/11/28 03:10:28:536',115,0.000863,-0.006237,0.006687,?
2712,'2023/11/28 03:10:28:566',115,-0.010572,-0.001413,0.005117,?
2713,'2023/11/28 03:10:28:595',115,-0.007909,-0.006909,0.005346,?
2714,'2023/11/28 03:10:28:637',115,-0.004761,-0.004293,0.003337,?
2715,'2023/11/28 03:10:28:664',115,-0.001145,-0.008524,0.00948,?
2716,'2023/11/28 03:10:28:698',115,0.002418,-0.008583,-0.003778,?
2717,'2023/11/28 03:10:28:730',115,0.003324,0.002666,-0.006622,?
2718,'2023/11/28 03:10:28:762',115,-0.000143,0.007278,0.003739,?
2719,'2023/11/28 03:10:28:797',115,-0.003074,0.00425,0.010322,?
2720,'2023/11/28 03:10:28:832',115,-0.006386,-0.004409,0.009842,?
2721,'2023/11/28 03:10:28:867',115,-0.001144,-0.009931,0.010222,?
2722,'2023/11/28 03:10:28:897',115,-0.008875,-0.004272,0.012554,?
2723,'2023/11/28 03:10:28:934',115,0.000042,-0.002502,0.010088,?
2724,'2023/11/28 03:10:28:966',115,0.007176,-0.001185,0.000133,?
2725,'2023/11/28 03:10:28:998',115,-0.002161,0.003768,-0.001479,?
2726,'2023/11/28 03:10:29:030',115,-0.003254,0.006093,-0.001464,?
2727,'2023/11/28 03:10:29:068',115,0.001286,0.00203,-0.00485,?
2728,'2023/11/28 03:10:29:096',115,-0.003013,0.001035,0.000331,?
2729,'2023/11/28 03:10:29:130',115,-0.001861,0.002057,0.004955,?
2730,'2023/11/28 03:10:29:163',115,-0.001486,-0.000433,0.004627,?
2731,'2023/11/28 03:10:29:200',115,0.000591,-0.001316,0.009928,?
2732,'2023/11/28 03:10:29:235',115,0.000839,-0.004375,0.009308,?
2733,'2023/11/28 03:10:29:775',116,-0.002067,-0.016325,0.009757,?
2734,'2023/11/28 03:10:29:799',116,-0.006708,-0.012181,0.007096,?
2735,'2023/11/28 03:10:29:835',116,-0.007131,-0.011157,0.00492,?
2736,'2023/11/28 03:10:29:867',116,-0.005364,-0.013036,0.009601,?
2737,'2023/11/28 03:10:29:899',116,-0.006913,0.004064,0.000802,?
2738,'2023/11/28 03:10:29:931',116,0.011474,0.002593,-0.002131,?
2739,'2023/11/28 03:10:29:963',116,0.007629,0.008938,-0.000711,?
2740,'2023/11/28 03:10:30:015',116,-0.001601,0.009321,-0.002448,?
2741,'2023/11/28 03:10:30:031',116,-0.001784,0.000213,-0.00688,?
2742,'2023/11/28 03:10:30:063',116,-0.000352,-0.009113,0.003035,?
2743,'2023/11/28 03:10:30:097',116,-0.002506,-0.007387,0.007792,?
2744,'2023/11/28 03:10:30:131',116,-0.005133,-0.007144,0.008549,?
2745,'2023/11/28 03:10:30:162',116,-0.001768,-0.008847,0.007761,?
2746,'2023/11/28 03:10:30:196',116,-0.001334,-0.005068,0.006036,?
2747,'2023/11/28 03:10:30:229',116,-0.003713,0.005989,0.002211,?
2748,'2023/11/28 03:10:30:264',116,-0.001379,0.007401,-0.000442,?
2749,'2023/11/28 03:10:30:295',116,-0.001262,0.007632,-0.004507,?
2750,'2023/11/28 03:10:30:338',116,0.002989,-0.001463,-0.012101,?
2751,'2023/11/28 03:10:30:368',116,-0.001555,-0.004517,-0.006617,?
2752,'2023/11/28 03:10:30:399',116,-0.003071,-0.00837,-0.005415,?
2753,'2023/11/28 03:10:31:099',117,-0.005279,-0.017333,0.013813,?
2754,'2023/11/28 03:10:31:130',117,-0.004554,-0.013553,0.006626,?
2755,'2023/11/28 03:10:31:167',117,-0.006328,-0.002797,0.000839,?
2756,'2023/11/28 03:10:31:198',117,-0.005947,0.002495,-0.002423,?
2757,'2023/11/28 03:10:31:253',117,0.005895,-0.003683,-0.004714,?
2758,'2023/11/28 03:10:31:262',117,0.005189,0.00438,-0.007479,?
2759,'2023/11/28 03:10:31:300',117,0.004468,-0.001568,-0.009312,?
2760,'2023/11/28 03:10:31:359',117,-0.003269,0.014473,-0.008151,?
2761,'2023/11/28 03:10:31:363',117,0.008877,-0.002062,-0.007232,?
2762,'2023/11/28 03:10:31:397',117,-0.007645,-0.004472,0.00159,?
2763,'2023/11/28 03:10:31:435',117,-0.000784,-0.000413,-0.001288,?
2764,'2023/11/28 03:10:31:469',117,0.000663,-0.003018,0.003189,?
2765,'2023/11/28 03:10:31:495',117,0.001689,0.002147,-0.000916,?
2766,'2023/11/28 03:10:32:194',118,-0.003378,-0.009457,0.000669,?
2767,'2023/11/28 03:10:32:196',118,-0.030026,0.020315,0.00786,?
2768,'2023/11/28 03:10:32:229',118,-0.011786,0.0078,-0.008819,?
2769,'2023/11/28 03:10:32:266',118,0.002719,0.006661,-0.01649,?
2770,'2023/11/28 03:10:32:304',118,0.004234,0.002969,-0.007439,?
2771,'2023/11/28 03:10:32:344',118,-0.002858,0.004687,-0.003832,?
2772,'2023/11/28 03:10:32:363',118,0.011673,-0.006485,-0.00428,?
2773,'2023/11/28 03:10:32:397',118,-0.005071,-0.002563,0.001383,?
2774,'2023/11/28 03:10:32:431',118,0.001427,-0.009259,0.005096,?
2775,'2023/11/28 03:10:32:489',118,0.002752,-0.01315,-0.001769,?
2776,'2023/11/28 03:10:32:498',118,0.000558,-0.007924,0.010157,?
2777,'2023/11/28 03:10:32:532',118,0.003141,-0.00574,0.012244,?
2778,'2023/11/28 03:10:32:566',118,-0.005628,0.008523,0.008544,?
2779,'2023/11/28 03:10:32:597',118,0.00086,0.006155,-0.005823,?
2780,'2023/11/28 03:10:33:300',119,-0.003248,0.005903,0.002275,?
2781,'2023/11/28 03:10:33:320',119,0.0017,0.004422,0.000327,?
2782,'2023/11/28 03:10:33:387',119,-0.002765,0.003738,-0.007778,?
2783,'2023/11/28 03:10:33:396',119,0.000041,-0.002588,-0.003131,?
2784,'2023/11/28 03:10:33:406',119,-0.005709,-0.000414,0.003798,?
2785,'2023/11/28 03:10:33:477',119,-0.003986,-0.006899,0.000254,?
2786,'2023/11/28 03:10:33:477',119,-0.001985,-0.002451,0.004064,?
2787,'2023/11/28 03:10:33:557',119,-0.0059,-0.003057,-0.001336,?
2788,'2023/11/28 03:10:33:558',119,-0.006404,0.000174,0.005829,?
2789,'2023/11/28 03:10:33:591',119,-0.002215,0.008537,0.001461,?
2790,'2023/11/28 03:10:33:662',119,-0.003895,0.013767,-0.00425,?
2791,'2023/11/28 03:10:33:678',119,0.007084,0.008236,-0.00313,?
2792,'2023/11/28 03:10:34:598',120,0.016141,-0.001597,0.01658,?
2793,'2023/11/28 03:10:34:637',120,0.012974,0.001073,0.015559,?
2794,'2023/11/28 03:10:34:664',120,0.003253,-0.009079,0.024171,?
2795,'2023/11/28 03:10:34:699',120,-0.017311,0.014758,0.016539,?
2796,'2023/11/28 03:10:34:814',120,-0.010196,0.003884,-0.000061,?
2797,'2023/11/28 03:10:34:815',120,0.003812,0.004078,-0.004215,?
2798,'2023/11/28 03:10:34:815',120,0.006174,0.008213,0.001803,?
2799,'2023/11/28 03:10:34:830',120,-0.0028,0.013025,0.004698,?
2800,'2023/11/28 03:10:34:864',120,-0.008709,0.00572,0.006177,?
2801,'2023/11/28 03:10:34:898',120,-0.012137,0.008577,0.012494,?
2802,'2023/11/28 03:10:34:930',120,-0.001455,-0.002306,0.016212,?
2803,'2023/11/28 03:10:34:981',120,-0.008602,0.00365,0.0045,?
2804,'2023/11/28 03:10:34:997',120,0.000974,-0.010489,0.008094,?
2805,'2023/11/28 03:10:36:176',121,-0.013902,-0.013947,-0.006907,?
2806,'2023/11/28 03:10:36:198',121,-0.006019,-0.015535,-0.013285,?
2807,'2023/11/28 03:10:36:245',121,0.000988,-0.023859,-0.009615,?
2808,'2023/11/28 03:10:36:277',121,-0.0088,-0.007429,-0.004941,?
2809,'2023/11/28 03:10:36:342',121,0.008409,-0.018217,0.001839,?
2810,'2023/11/28 03:10:36:409',121,0.006374,-0.012035,0.011186,?
2811,'2023/11/28 03:10:36:432',121,0.003508,-0.004112,0.017125,?
2812,'2023/11/28 03:10:36:459',121,-0.001556,0.001574,0.014146,?
2813,'2023/11/28 03:10:36:459',121,-0.00831,0.015439,0.001397,?
2814,'2023/11/28 03:10:36:463',121,-0.009824,0.011249,0.000827,?
2815,'2023/11/28 03:10:36:537',121,-0.015276,0.026992,-0.011566,?
2816,'2023/11/28 03:10:36:538',121,-0.009097,0.032333,-0.009773,?
2817,'2023/11/28 03:10:48:253',122,0.005154,0.002278,0.007646,?
2818,'2023/11/28 03:10:48:263',122,0.002664,0.011006,0.004485,?
2819,'2023/11/28 03:10:48:301',122,0.00135,0.005429,0.0071,?
2820,'2023/11/28 03:10:48:336',122,0.003878,0.002063,0.003284,?
2821,'2023/11/28 03:10:48:439',122,0.005125,-0.002734,-0.000454,?
2822,'2023/11/28 03:10:48:439',122,-0.001831,-0.009835,0.005264,?
2823,'2023/11/28 03:10:48:439',122,-0.000368,-0.007481,0.002244,?
2824,'2023/11/28 03:10:48:463',122,-0.001369,-0.002382,-0.000914,?
2825,'2023/11/28 03:10:48:494',122,0.002578,-0.001327,-0.003182,?
2826,'2023/11/28 03:10:48:564',122,0.000598,-0.000486,-0.0021,?
2827,'2023/11/28 03:10:48:564',122,0.002471,-0.000174,0.002843,?
2828,'2023/11/28 03:10:48:597',122,-0.000826,0.000357,-0.000564,?
2829,'2023/11/28 03:10:48:639',122,0.000256,0.001097,0.00363,?
2830,'2023/11/28 03:10:48:664',122,0.006858,0.000225,0.00808,?
2831,'2023/11/28 03:10:48:696',122,0.002446,0.005056,0.005604,?
2832,'2023/11/28 03:10:48:728',122,0.006009,0.002607,-0.000541,?
2833,'2023/11/28 03:10:51:401',123,0.007806,-0.01624,-0.025563,?
2834,'2023/11/28 03:10:51:431',123,0.007963,-0.037599,-0.027128,?
2835,'2023/11/28 03:10:51:463',123,-0.011597,-0.024588,-0.024155,?
2836,'2023/11/28 03:10:51:583',123,-0.008754,-0.024805,-0.025173,?
2837,'2023/11/28 03:10:51:583',123,-0.014693,-0.012921,-0.008118,?
2838,'2023/11/28 03:10:51:583',123,0.001772,-0.007993,-0.000688,?
2839,'2023/11/28 03:10:51:595',123,0.00172,-0.002394,0.012433,?
2840,'2023/11/28 03:10:51:628',123,-0.002103,0.000866,0.019831,?
2841,'2023/11/28 03:10:51:661',123,0.004856,-0.005931,0.014031,?
2842,'2023/11/28 03:10:51:697',123,0.003769,-0.005302,0.011206,?
2843,'2023/11/28 03:10:51:736',123,0.000426,-0.005242,0.009327,?
2844,'2023/11/28 03:10:51:770',123,0.000391,-0.00799,0.001066,?
2845,'2023/11/28 03:10:51:795',123,-0.005841,0.002801,-0.002427,?
2846,'2023/11/28 03:10:51:829',123,-0.001084,0.002696,-0.006777,?
2847,'2023/11/28 03:10:51:863',123,0.008442,-0.005499,-0.009205,?
2848,'2023/11/28 03:10:51:899',123,-0.00923,0.00545,-0.004867,?
2849,'2023/11/28 03:10:52:983',124,-0.001796,-0.007208,-0.000844,?
2850,'2023/11/28 03:10:52:997',124,-0.001313,-0.007642,0.001355,?
2851,'2023/11/28 03:10:53:049',124,-0.002487,-0.001134,0.001051,?
2852,'2023/11/28 03:10:53:065',124,-0.00385,-0.003393,0.008512,?
2853,'2023/11/28 03:10:53:101',124,-0.00032,-0.006508,0.000594,?
2854,'2023/11/28 03:10:53:154',124,-0.000439,-0.001125,0.003599,?
2855,'2023/11/28 03:10:53:163',124,0.008242,0.009438,-0.00292,?
2856,'2023/11/28 03:10:53:204',124,0.005045,0.005722,0.000779,?
2857,'2023/11/28 03:10:53:230',124,0.000117,0.00568,-0.006547,?
2858,'2023/11/28 03:10:53:266',124,0.00022,-0.004316,-0.001851,?
2859,'2023/11/28 03:10:53:296',124,-0.000112,-0.007038,-0.000203,?
2860,'2023/11/28 03:10:53:327',124,-0.001045,-0.004216,0.000235,?
2861,'2023/11/28 03:10:53:361',124,-0.00142,0.001505,0.003109,?
2862,'2023/11/28 03:10:53:396',124,0.000629,-0.002732,0.001294,?
2863,'2023/11/28 03:10:53:453',124,0.000998,-0.001144,0.000169,?
2864,'2023/11/28 03:10:53:462',124,-0.003853,-0.001531,-0.001588,?
2865,'2023/11/28 03:10:54:431',125,0.00833,0.029732,-0.003619,?
2866,'2023/11/28 03:10:54:463',125,0.001467,0.027817,0.000272,?
2867,'2023/11/28 03:10:54:496',125,0.006287,0.003399,0.001556,?
2868,'2023/11/28 03:10:54:530',125,0.003903,-0.003105,-0.000553,?
2869,'2023/11/28 03:10:54:579',125,-0.000343,-0.008414,-0.000381,?
2870,'2023/11/28 03:10:54:600',125,-0.004788,-0.013072,0.011183,?
2871,'2023/11/28 03:10:54:628',125,-0.002514,-0.016713,0.009179,?
2872,'2023/11/28 03:10:54:730',125,0.002466,0.006345,0.004651,?
2873,'2023/11/28 03:10:54:762',125,-0.000145,0.007991,0.011296,?
2874,'2023/11/28 03:10:54:797',125,0.001743,-0.002764,0.008638,?
2875,'2023/11/28 03:10:54:828',125,-0.002741,-0.00059,0.004265,?
2876,'2023/11/28 03:10:55:506',126,-0.010796,0.004424,-0.031418,?
2877,'2023/11/28 03:10:55:507',126,-0.005229,0.005457,-0.020575,?
2878,'2023/11/28 03:10:55:527',126,-0.004343,0.003523,-0.005154,?
2879,'2023/11/28 03:10:55:580',126,0.007248,-0.007586,-0.010378,?
2880,'2023/11/28 03:10:55:595',126,0.012471,-0.010604,0.003263,?
2881,'2023/11/28 03:10:55:629',126,0.003028,0.001204,0.020113,?
2882,'2023/11/28 03:10:55:662',126,0.000915,0.002178,0.012628,?
2883,'2023/11/28 03:10:55:781',126,0.000756,0.004382,0.014045,?
2884,'2023/11/28 03:10:55:781',126,0.002235,-0.003394,0.012974,?
2885,'2023/11/28 03:10:55:781',126,-0.001598,-0.007253,0.012906,?
2886,'2023/11/28 03:10:55:837',126,-0.005909,-0.009855,0.018397,?
2887,'2023/11/28 03:10:55:837',126,-0.005394,-0.018505,0.023797,?
2888,'2023/11/28 03:10:55:861',126,-0.004694,-0.032817,0.041523,?
2889,'2023/11/28 03:10:56:495',127,0.016215,0.023537,-0.016846,?
2890,'2023/11/28 03:10:56:529',127,0.020182,0.00872,-0.009971,?
2891,'2023/11/28 03:10:56:563',127,0.00042,0.004237,-0.015146,?
2892,'2023/11/28 03:10:56:603',127,-0.008678,-0.009798,-0.015121,?
2893,'2023/11/28 03:10:56:632',127,-0.012407,-0.011848,-0.008543,?
2894,'2023/11/28 03:10:56:679',127,-0.016141,-0.0055,0.00323,?
2895,'2023/11/28 03:10:56:694',127,-0.010241,-0.002779,0.006498,?
2896,'2023/11/28 03:10:57:602',128,-0.022007,-0.007225,0.038211,?
2897,'2023/11/28 03:10:57:636',128,-0.021934,-0.006975,0.032407,?
2898,'2023/11/28 03:10:57:663',128,-0.002678,-0.015293,0.026953,?
2899,'2023/11/28 03:10:57:696',128,0.005029,-0.009009,0.018629,?
2900,'2023/11/28 03:10:57:742',128,0.002397,0.022671,-0.011329,?
2901,'2023/11/28 03:10:57:762',128,0.009287,0.010041,0.00343,?
2902,'2023/11/28 03:10:57:885',128,0.01444,-0.000156,-0.002119,?
2903,'2023/11/28 03:10:57:885',128,0.018979,-0.018068,0.002263,?
2904,'2023/11/28 03:10:57:886',128,-0.007067,0.008907,-0.009246,?
2905,'2023/11/28 03:10:57:895',128,-0.014099,0.032709,-0.01172,?
2906,'2023/11/28 03:10:57:927',128,0.02568,0.010154,-0.0115,?
2907,'2023/11/28 03:10:58:364',129,-0.015303,-0.034892,0.020948,?
2908,'2023/11/28 03:10:58:416',129,-0.012158,-0.034065,-0.002925,?
2909,'2023/11/28 03:10:58:429',129,-0.014317,-0.000154,-0.02223,?
2910,'2023/11/28 03:10:58:484',129,-0.027896,0.023672,-0.019975,?
2911,'2023/11/28 03:10:58:496',129,-0.006493,0.019622,-0.0427,?
2912,'2023/11/28 03:10:58:528',129,-0.001669,0.022391,-0.061844,?
2913,'2023/11/28 03:10:58:561',129,0.009748,0.029682,-0.064408,?
2914,'2023/11/28 03:10:58:595',129,0.037818,0.013981,-0.058895,?
3135,'2023/11/28 03:12:20:073',132,-0.003374,-0.005428,-0.014163,1
