@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3}

@data
769,'2023/11/28 01:48:47:398',28,-0.004179,0.017509,0.00895,?
770,'2023/11/28 01:48:47:431',28,-0.005991,0.012037,0.006677,?
771,'2023/11/28 01:48:47:464',28,0.013034,0.006498,-0.007783,?
772,'2023/11/28 01:48:47:497',28,-0.000832,-0.00248,-0.00277,?
773,'2023/11/28 01:48:47:531',28,-0.00283,0.000992,-0.002788,?
774,'2023/11/28 01:48:47:565',28,0.004728,0.003082,-0.006282,?
775,'2023/11/28 01:48:47:607',28,-0.000836,0.006858,-0.000059,?
776,'2023/11/28 01:48:47:632',28,-0.002557,0.014959,0.007486,?
777,'2023/11/28 01:48:47:667',28,-0.007936,0.018151,0.011472,?
778,'2023/11/28 01:48:47:697',28,0.00323,0.021577,-0.005002,?
779,'2023/11/28 01:48:47:730',28,0.001835,0.010502,-0.008177,?
780,'2023/11/28 01:48:47:763',28,0.001029,-0.004822,-0.003767,?
781,'2023/11/28 01:48:47:798',28,0.007334,-0.001029,-0.004663,?
782,'2023/11/28 01:48:47:832',28,0.000053,0.004927,-0.002629,?
783,'2023/11/28 01:48:47:867',28,0.001837,0.012539,-0.000679,?
784,'2023/11/28 01:48:48:864',29,0.004421,0.050738,-0.006267,?
785,'2023/11/28 01:48:48:913',29,-0.000953,0.035317,0.000749,?
786,'2023/11/28 01:48:48:933',29,-0.026175,0.017183,0.01382,?
787,'2023/11/28 01:48:48:964',29,0.015803,0.015669,-0.020581,?
788,'2023/11/28 01:48:48:998',29,0.020767,-0.014146,-0.029005,?
789,'2023/11/28 01:48:49:035',29,0.025355,-0.027852,-0.03996,?
790,'2023/11/28 01:48:49:066',29,-0.007643,-0.031246,0.00615,?
791,'2023/11/28 01:48:49:108',29,0.006151,-0.004576,-0.007753,?
792,'2023/11/28 01:48:49:133',29,-0.019777,0.036586,0.010084,?
793,'2023/11/28 01:48:49:163',29,-0.042424,0.058927,0.03045,?
794,'2023/11/28 01:48:49:197',29,-0.010036,0.065689,-0.000473,?
795,'2023/11/28 01:48:49:237',29,0.018523,0.026488,-0.02325,?
796,'2023/11/28 01:48:49:271',29,-0.003534,-0.005054,-0.005163,?
797,'2023/11/28 01:48:49:298',29,-0.009986,-0.020564,-0.005526,?
798,'2023/11/28 01:48:49:338',29,0.016483,-0.010969,-0.024082,?
799,'2023/11/28 01:48:49:364',29,0.011804,-0.01093,-0.009913,?
800,'2023/11/28 01:48:49:405',29,-0.008016,-0.000446,0.000959,?
801,'2023/11/28 01:48:49:431',29,-0.003681,0.024776,-0.005761,?
802,'2023/11/28 01:48:49:465',29,-0.003381,0.020298,-0.001315,?
803,'2023/11/28 01:48:49:507',29,-0.000457,0.012409,0.000892,?
804,'2023/11/28 01:48:49:530',29,-0.003443,0.01066,-0.004313,?
805,'2023/11/28 01:48:49:564',29,0.001431,-0.002973,-0.004764,?
806,'2023/11/28 01:48:49:598',29,0.007134,-0.000458,-0.011016,?
807,'2023/11/28 01:48:49:633',29,0.005151,0.004816,-0.006871,?
808,'2023/11/28 01:48:49:664',29,-0.001195,0.002396,0.002484,?
809,'2023/11/28 01:48:49:707',29,-0.0015,0.006983,0.000153,?
810,'2023/11/28 01:48:49:738',29,0.001269,0.013004,-0.0051,?
811,'2023/11/28 01:48:49:763',29,-0.005247,0.009884,-0.00805,?
812,'2023/11/28 01:48:49:797',29,-0.004458,-0.000361,-0.002499,?
813,'2023/11/28 01:48:49:830',29,0.007086,0.000528,-0.005082,?
814,'2023/11/28 01:48:49:865',29,0.008957,0.006858,-0.005314,?
815,'2023/11/28 01:48:49:901',29,0.003524,0.01376,-0.004008,?
816,'2023/11/28 01:48:49:931',29,-0.008308,0.015277,-0.001626,?
817,'2023/11/28 01:48:49:964',29,-0.006582,0.01845,-0.001161,?
818,'2023/11/28 01:48:50:009',29,-0.006306,0.017956,-0.002962,?
819,'2023/11/28 01:48:50:030',29,0.00289,0.015882,-0.004263,?
820,'2023/11/28 01:48:50:067',29,0.002635,0.008402,-0.011028,?
821,'2023/11/28 01:48:50:100',29,0.002961,-0.006772,-0.00745,?
822,'2023/11/28 01:48:50:130',29,0.001697,-0.013508,-0.009579,?
823,'2023/11/28 01:48:50:194',29,0.012013,-0.006626,-0.015935,?
824,'2023/11/28 01:48:50:197',29,0.006585,0.004683,0.001162,?
825,'2023/11/28 01:48:50:231',29,0.001563,0.012936,-0.006339,?
826,'2023/11/28 01:48:50:266',29,-0.00216,0.01847,-0.006807,?
827,'2023/11/28 01:48:50:309',29,-0.010405,0.01221,0.003614,?
828,'2023/11/28 01:48:50:331',29,0.003738,0.010301,-0.013076,?
829,'2023/11/28 01:48:50:368',29,0.008627,0.008248,-0.016966,?
830,'2023/11/28 01:48:51:099',30,-0.00826,-0.002286,0.004128,?
831,'2023/11/28 01:48:51:130',30,-0.011271,0.005208,0.020409,?
832,'2023/11/28 01:48:51:169',30,0.004298,0.017178,0.014232,?
833,'2023/11/28 01:48:51:208',30,-0.004481,0.004003,0.004288,?
834,'2023/11/28 01:48:51:235',30,-0.016268,0.006937,0.020788,?
835,'2023/11/28 01:48:51:264',30,-0.007065,0.003002,0.016674,?
836,'2023/11/28 01:48:51:299',30,-0.013361,-0.011014,0.015989,?
837,'2023/11/28 01:48:51:332',30,0.002048,-0.006571,0.011345,?
838,'2023/11/28 01:48:51:364',30,0.016568,0.011077,-0.01931,?
839,'2023/11/28 01:48:51:398',30,0.001907,0.004468,-0.003985,?
840,'2023/11/28 01:48:51:430',30,-0.013124,0.004411,0.031945,?
841,'2023/11/28 01:48:51:471',30,-0.01052,0.005947,0.019903,?
842,'2023/11/28 01:48:51:509',30,0.011385,0.011829,-0.008867,?
843,'2023/11/28 01:48:51:531',30,0.012568,0.011062,-0.01281,?
844,'2023/11/28 01:48:51:563',30,-0.003211,0.011082,0.008693,?
845,'2023/11/28 01:48:51:597',30,-0.012621,0.012134,0.007518,?
846,'2023/11/28 01:48:51:633',30,0.006317,-0.00239,0.000611,?
847,'2023/11/28 01:48:51:664',30,0.00252,-0.006343,0.000778,?
848,'2023/11/28 01:48:51:697',30,-0.007126,-0.009181,0.007026,?
849,'2023/11/28 01:48:51:731',30,-0.003118,-0.012871,0.016361,?
850,'2023/11/28 01:48:51:772',30,-0.000269,-0.005717,0.018658,?
851,'2023/11/28 01:48:51:808',30,-0.009584,-0.002504,0.011089,?
852,'2023/11/28 01:48:51:830',30,0.000951,0.002463,0.005657,?
853,'2023/11/28 01:48:51:865',30,-0.002354,0.005119,0.007866,?
854,'2023/11/28 01:48:51:905',30,-0.000796,0.009328,0.000078,?
855,'2023/11/28 01:48:51:933',30,0.004986,0.008963,-0.000258,?
856,'2023/11/28 01:48:51:964',30,-0.000489,0.001973,0.005813,?
857,'2023/11/28 01:48:52:003',30,-0.007841,0.00043,0.011475,?
858,'2023/11/28 01:48:52:031',30,-0.006105,-0.000538,0.014296,?
859,'2023/11/28 01:48:52:065',30,0.000083,0.001028,0.014825,?
860,'2023/11/28 01:48:52:114',30,-0.000721,0.001871,0.01125,?
861,'2023/11/28 01:48:52:133',30,0.001103,0.001557,0.008614,?
862,'2023/11/28 01:48:52:165',30,-0.002959,0.000779,0.008184,?
863,'2023/11/28 01:48:52:197',30,-0.002836,0.000323,0.006398,?
864,'2023/11/28 01:48:52:231',30,-0.003228,0.005765,0.004618,?
865,'2023/11/28 01:48:52:264',30,0.001837,0.004714,-0.002304,?
866,'2023/11/28 01:49:16:666',31,0.000368,0.007201,0.006558,?
867,'2023/11/28 01:49:16:701',31,-0.002756,0.006099,0.000564,?
868,'2023/11/28 01:49:16:731',31,-0.000167,0.006183,-0.001717,?
869,'2023/11/28 01:49:16:762',31,-0.003053,0.007337,0.000226,?
870,'2023/11/28 01:49:16:796',31,0.001268,0.011519,-0.002583,?
871,'2023/11/28 01:49:16:829',31,0.002121,0.015539,-0.001306,?
872,'2023/11/28 01:49:16:863',31,0.007447,0.018365,-0.000696,?
873,'2023/11/28 01:49:16:896',31,0.004461,0.017668,-0.003175,?
874,'2023/11/28 01:49:16:931',31,-0.001456,0.016061,-0.005913,?
875,'2023/11/28 01:49:16:962',31,0.003172,0.000842,-0.009729,?
876,'2023/11/28 01:49:17:004',31,0.003402,0.001482,-0.004305,?
877,'2023/11/28 01:49:17:029',31,0.002561,-0.000469,-0.006249,?
878,'2023/11/28 01:49:17:070',31,0.005083,0.001998,-0.00131,?
879,'2023/11/28 01:49:17:098',31,0.00154,0.002819,0.002037,?
880,'2023/11/28 01:49:17:128',31,0.000643,0.004603,0.008858,?
881,'2023/11/28 01:49:17:163',31,-0.001159,0.006287,0.011758,?
882,'2023/11/28 01:49:17:196',31,-0.009537,0.012295,0.00717,?
883,'2023/11/28 01:49:17:230',31,-0.006703,0.005221,0.005867,?
884,'2023/11/28 01:49:17:263',31,0.001935,0.004671,0.004143,?
885,'2023/11/28 01:49:17:305',31,0.009366,0.000101,-0.001409,?
886,'2023/11/28 01:49:17:330',31,0.007543,0.002925,-0.003384,?
887,'2023/11/28 01:49:17:362',31,0.002758,0.009236,0.002369,?
888,'2023/11/28 01:49:17:396',31,0.004598,0.011735,0.003265,?
889,'2023/11/28 01:49:17:430',31,0.005065,0.010333,0.004296,?
890,'2023/11/28 01:49:17:465',31,0.002775,0.006424,0.007912,?
891,'2023/11/28 01:49:17:497',31,-0.002071,0.010402,0.01414,?
892,'2023/11/28 01:49:17:532',31,-0.003008,0.003772,0.010199,?
893,'2023/11/28 01:49:18:298',32,-0.002573,0.016718,-0.004576,?
894,'2023/11/28 01:49:18:354',32,0.002632,0.013058,-0.004179,?
895,'2023/11/28 01:49:18:364',32,0.007723,0.008014,-0.006511,?
896,'2023/11/28 01:49:18:395',32,0.001724,0.009369,-0.00523,?
897,'2023/11/28 01:49:18:430',32,-0.000085,0.002253,-0.002707,?
898,'2023/11/28 01:49:18:467',32,0.000394,-0.002842,-0.000651,?
899,'2023/11/28 01:49:18:503',32,-0.002092,-0.0028,-0.000138,?
900,'2023/11/28 01:49:18:529',32,-0.003413,0.004089,-0.000205,?
901,'2023/11/28 01:49:18:564',32,0.000966,0.003553,-0.002534,?
902,'2023/11/28 01:49:18:596',32,0.002146,0.009255,-0.002341,?
903,'2023/11/28 01:49:18:629',32,0.002199,0.008996,0.000961,?
904,'2023/11/28 01:49:18:666',32,0.003358,0.00656,0.006073,?
905,'2023/11/28 01:49:18:697',32,0.0013,0.010371,-0.004393,?
906,'2023/11/28 01:49:18:730',32,-0.005656,0.010044,-0.006003,?
907,'2023/11/28 01:49:18:765',32,-0.001509,0.003434,-0.007973,?
908,'2023/11/28 01:49:18:806',32,-0.001681,-0.00079,-0.008902,?
909,'2023/11/28 01:49:18:829',32,0.003752,0.000832,-0.011801,?
910,'2023/11/28 01:49:18:863',32,0.007368,0.007038,-0.010416,?
911,'2023/11/28 01:49:18:898',32,-0.002228,0.011097,-0.003606,?
912,'2023/11/28 01:49:18:930',32,0.002035,0.008336,-0.004397,?
913,'2023/11/28 01:49:18:963',32,0.002856,0.006337,-0.004552,?
914,'2023/11/28 01:49:18:996',32,0.001415,0.005631,-0.004114,?
915,'2023/11/28 01:49:19:033',32,-0.002142,0.010037,0.001001,?
916,'2023/11/28 01:49:19:063',32,-0.002577,0.010841,0.005655,?
917,'2023/11/28 01:49:19:096',32,0.001194,0.006192,0.002979,?
918,'2023/11/28 01:49:19:135',32,-0.004061,0.012511,0.00224,?
919,'2023/11/28 01:49:19:162',32,0.000074,0.006738,0.000669,?
920,'2023/11/28 01:49:19:196',32,0.003221,0.011081,-0.001122,?
921,'2023/11/28 01:49:19:230',32,0.002412,0.010969,-0.000614,?
922,'2023/11/28 01:49:19:266',32,0.000215,0.003433,0.004043,?
923,'2023/11/28 01:49:19:296',32,-0.002448,0.001366,0.001742,?
924,'2023/11/28 01:49:19:330',32,-0.003813,-0.002438,0.00058,?
925,'2023/11/28 01:49:20:965',33,0.001872,0.00974,0.01409,?
926,'2023/11/28 01:49:21:032',33,0.000661,0.010409,0.008718,?
927,'2023/11/28 01:49:21:032',33,0.002526,0.007465,0.006736,?
928,'2023/11/28 01:49:21:063',33,0.001694,0.005165,-0.000851,?
929,'2023/11/28 01:49:21:095',33,-0.009299,0.011218,-0.000532,?
930,'2023/11/28 01:49:21:129',33,0.000172,0.01115,0.007868,?
931,'2023/11/28 01:49:21:161',33,0.002474,0.008036,0.005578,?
932,'2023/11/28 01:49:21:203',33,-0.00116,0.001691,0.003398,?
933,'2023/11/28 01:49:21:232',33,-0.001368,0.00478,0.007695,?
934,'2023/11/28 01:49:21:262',33,-0.003478,0.005087,0.003258,?
935,'2023/11/28 01:49:21:297',33,-0.003414,0.001606,-0.000839,?
936,'2023/11/28 01:49:21:329',33,-0.000769,0.001166,0.006904,?
937,'2023/11/28 01:49:21:363',33,-0.004416,0.007016,0.000752,?
938,'2023/11/28 01:49:21:396',33,-0.002994,0.008189,0.00486,?
939,'2023/11/28 01:49:21:430',33,0.004282,-0.000439,-0.003649,?
940,'2023/11/28 01:49:21:463',33,0.000148,0.004739,0.002259,?
941,'2023/11/28 01:49:21:511',33,0.002556,0.005466,0.007393,?
942,'2023/11/28 01:49:21:530',33,-0.00614,0.004051,0.00375,?
943,'2023/11/28 01:49:21:563',33,-0.003971,0.004766,-0.002265,?
944,'2023/11/28 01:49:21:596',33,0.003193,0.004307,0.004918,?
945,'2023/11/28 01:49:21:628',33,-0.000291,0.00117,0.000213,?
946,'2023/11/28 01:49:21:664',33,-0.002586,0.004126,0.007601,?
947,'2023/11/28 01:49:21:698',33,0.000454,0.000211,0.005138,?
948,'2023/11/28 01:49:21:731',33,-0.002836,0.000913,0.010356,?
949,'2023/11/28 01:49:21:762',33,-0.00427,0.003713,0.009373,?
950,'2023/11/28 01:49:21:805',33,-0.006057,0.000691,0.006688,?
951,'2023/11/28 01:49:21:833',33,-0.002192,-0.000235,0.004333,?
952,'2023/11/28 01:49:21:862',33,0.000916,0.002766,0.007845,?
953,'2023/11/28 01:49:21:900',33,0.002461,0.003327,0.009467,?
954,'2023/11/28 01:49:21:929',33,0.001854,0.002849,0.008958,?
955,'2023/11/28 01:49:21:962',33,-0.004495,0.002663,0.008072,?
956,'2023/11/28 01:49:22:002',33,-0.00399,0.005638,0.009761,?
957,'2023/11/28 01:49:22:031',33,-0.000648,-0.000604,0.005727,?
958,'2023/11/28 01:49:22:062',33,-0.000759,-0.003052,0.005473,?
959,'2023/11/28 01:49:22:762',34,0.004988,0.006388,0.00982,?
960,'2023/11/28 01:49:22:796',34,-0.002561,0.014389,-0.004824,?
961,'2023/11/28 01:49:22:829',34,-0.002727,0.006918,-0.009617,?
962,'2023/11/28 01:49:22:865',34,-0.003298,0.006844,-0.008496,?
963,'2023/11/28 01:49:22:897',34,-0.002068,0.005334,-0.013696,?
964,'2023/11/28 01:49:22:930',34,-0.004539,0.005261,-0.013621,?
965,'2023/11/28 01:49:22:963',34,-0.001606,0.006221,-0.002473,?
966,'2023/11/28 01:49:23:005',34,0.009668,0.00226,-0.001037,?
967,'2023/11/28 01:49:23:030',34,-0.005074,0.011412,0.001765,?
968,'2023/11/28 01:49:23:062',34,-0.001752,0.008286,0.009066,?
969,'2023/11/28 01:49:23:096',34,0.001172,0.000347,0.006314,?
970,'2023/11/28 01:49:23:129',34,-0.003376,0.002172,-0.009764,?
971,'2023/11/28 01:49:23:167',34,-0.005932,0.001995,-0.00393,?
972,'2023/11/28 01:49:23:195',34,0.001564,0.003686,0.001467,?
973,'2023/11/28 01:49:23:231',34,-0.002075,0.003862,0.000092,?
974,'2023/11/28 01:49:23:262',34,-0.001225,0.009287,-0.000082,?
975,'2023/11/28 01:49:23:305',34,0.002703,0.006801,-0.002805,?
976,'2023/11/28 01:49:23:331',34,-0.001922,0.004436,0.001194,?
977,'2023/11/28 01:49:23:364',34,-0.006961,-0.000276,-0.001681,?
978,'2023/11/28 01:49:23:396',34,-0.005765,0.001174,-0.000597,?
979,'2023/11/28 01:49:23:436',34,0.003398,-0.006134,-0.006567,?
980,'2023/11/28 01:49:23:471',34,0.005781,0.003213,-0.004952,?
981,'2023/11/28 01:49:23:496',34,0.007245,0.010748,-0.002888,?
982,'2023/11/28 01:49:23:529',34,0.006967,0.012314,0.001895,?
983,'2023/11/28 01:49:23:562',34,0.002605,0.012002,0.00582,?
984,'2023/11/28 01:49:23:608',34,-0.004265,0.015114,0.015871,?
985,'2023/11/28 01:49:23:629',34,-0.006133,0.008047,0.016329,?
986,'2023/11/28 01:49:24:628',35,-0.002212,0.010091,0.001977,?
987,'2023/11/28 01:49:24:662',35,0.000012,0.006628,0.001295,?
988,'2023/11/28 01:49:24:696',35,0.001687,0.005287,-0.000586,?
989,'2023/11/28 01:49:24:750',35,0.000825,0.002638,-0.008189,?
990,'2023/11/28 01:49:24:763',35,0.001255,0.004989,-0.006456,?
991,'2023/11/28 01:49:24:805',35,-0.00113,0.001348,0.005877,?
992,'2023/11/28 01:49:24:831',35,-0.001962,0.004622,-0.001106,?
993,'2023/11/28 01:49:24:867',35,-0.001898,0.004411,-0.00346,?
994,'2023/11/28 01:49:24:895',35,-0.004739,-0.001402,-0.006331,?
995,'2023/11/28 01:49:24:934',35,0.001,-0.003505,-0.000384,?
996,'2023/11/28 01:49:24:964',35,-0.00678,0.003615,-0.003443,?
997,'2023/11/28 01:49:24:995',35,0.000662,0.004175,0.001369,?
998,'2023/11/28 01:49:25:028',35,0.002385,0.011172,-0.003502,?
999,'2023/11/28 01:49:25:067',35,0.000256,0.014382,-0.003527,?
1000,'2023/11/28 01:49:25:099',35,0.002189,0.007282,-0.000703,?
1001,'2023/11/28 01:49:25:128',35,0.003478,0.000991,-0.000166,?
1002,'2023/11/28 01:49:25:167',35,0.000955,-0.000008,-0.001892,?
1003,'2023/11/28 01:49:25:197',35,-0.005945,0.007031,0.00018,?
1004,'2023/11/28 01:49:25:234',35,-0.007138,0.003073,0.00299,?
1005,'2023/11/28 01:49:25:262',35,0.004039,0.000829,-0.002404,?
1006,'2023/11/28 01:49:25:296',35,-0.001539,0.010722,-0.008565,?
1007,'2023/11/28 01:49:25:329',35,-0.004768,0.014694,-0.004263,?
1008,'2023/11/28 01:49:25:364',35,0.005597,0.005912,-0.005076,?
1009,'2023/11/28 01:49:25:396',35,-0.001312,0.004139,-0.001664,?
1010,'2023/11/28 01:49:25:430',35,-0.003287,0.002667,-0.001505,?
1011,'2023/11/28 01:49:57:328',36,0.009045,-0.003592,-0.00466,?
1012,'2023/11/28 01:49:57:365',36,0.007339,0.001115,-0.013579,?
1013,'2023/11/28 01:49:57:394',36,0.007221,-0.007319,-0.008726,?
1014,'2023/11/28 01:49:57:431',36,0.001959,-0.013376,-0.009643,?
1015,'2023/11/28 01:49:57:463',36,-0.009814,-0.010188,-0.011322,?
1016,'2023/11/28 01:49:57:494',36,-0.009279,-0.01298,-0.008272,?
1017,'2023/11/28 01:49:57:531',36,-0.003205,-0.018734,-0.009418,?
1018,'2023/11/28 01:49:57:561',36,-0.008086,-0.009702,0.003212,?
1019,'2023/11/28 01:49:57:595',36,-0.008204,0.00148,0.008954,?
1020,'2023/11/28 01:49:57:627',36,-0.000125,0.00292,0.008538,?
1021,'2023/11/28 01:49:57:673',36,0.009508,0.000207,0.008957,?
1022,'2023/11/28 01:49:57:695',36,0.011612,-0.001075,0.006736,?
1023,'2023/11/28 01:49:57:727',36,0.009665,-0.002577,0.002515,?
1024,'2023/11/28 01:49:57:761',36,-0.000754,0.003836,-0.006993,?
1025,'2023/11/28 01:49:57:794',36,-0.005213,-0.004175,-0.006624,?
1026,'2023/11/28 01:49:57:827',36,-0.003945,-0.007536,-0.008515,?
1027,'2023/11/28 01:49:57:862',36,-0.00738,-0.008121,-0.005092,?
1028,'2023/11/28 01:49:57:895',36,-0.005262,-0.009259,-0.005424,?
1029,'2023/11/28 01:49:57:929',36,-0.00239,-0.006112,-0.006111,?
1030,'2023/11/28 01:49:57:969',36,-0.001455,-0.008041,0.00171,?
1031,'2023/11/28 01:49:57:997',36,0.001403,0.000408,0.006604,?
1032,'2023/11/28 01:49:58:029',36,0.00568,-0.004855,0.012266,?
1033,'2023/11/28 01:49:58:070',36,0.005875,-0.003766,0.01191,?
1034,'2023/11/28 01:49:58:098',36,0.007186,-0.000522,0.005841,?
1035,'2023/11/28 01:49:58:129',36,0.001596,-0.001868,0.002209,?
1036,'2023/11/28 01:49:58:162',36,0.003646,-0.002696,-0.004757,?
1037,'2023/11/28 01:49:58:198',36,-0.003742,-0.001002,-0.011504,?
1038,'2023/11/28 01:49:58:230',36,-0.005717,-0.000138,-0.012538,?
1039,'2023/11/28 01:50:02:860',37,-0.000682,-0.002979,0.005896,?
1040,'2023/11/28 01:50:02:898',37,-0.007168,0.006405,0.004534,?
1041,'2023/11/28 01:50:02:927',37,-0.01263,0.013892,-0.00121,?
1042,'2023/11/28 01:50:02:961',37,-0.004097,0.007699,-0.005347,?
1043,'2023/11/28 01:50:02:997',37,0.009727,-0.004058,0.001072,?
1044,'2023/11/28 01:50:03:028',37,0.01402,-0.007408,0.015428,?
1045,'2023/11/28 01:50:03:073',37,0.005383,0.000239,0.02153,?
1046,'2023/11/28 01:50:03:094',37,-0.005336,0.006651,0.014023,?
1047,'2023/11/28 01:50:03:135',37,-0.009515,0.008063,0.002973,?
1048,'2023/11/28 01:50:03:164',37,-0.002119,0.002247,-0.008627,?
1049,'2023/11/28 01:50:03:196',37,-0.000775,0.004166,-0.002421,?
1050,'2023/11/28 01:50:03:227',37,0.006609,-0.002887,0.011377,?
1051,'2023/11/28 01:50:03:264',37,0.002818,-0.000845,0.015219,?
1052,'2023/11/28 01:50:03:294',37,-0.001162,0.003915,0.013581,?
1053,'2023/11/28 01:50:03:327',37,-0.002807,0.006299,0.005708,?
1054,'2023/11/28 01:50:03:372',37,-0.000626,-0.00012,0.003857,?
1055,'2023/11/28 01:50:03:393',37,-0.002216,-0.002487,0.003609,?
1056,'2023/11/28 01:50:03:427',37,-0.001844,-0.00114,0.001671,?
1057,'2023/11/28 01:50:03:462',37,0.000252,0.000006,0.002193,?
1058,'2023/11/28 01:50:03:494',37,0.002385,-0.00213,0.00525,?
1059,'2023/11/28 01:50:03:527',37,0.00199,0.001074,0.00574,?
1060,'2023/11/28 01:50:03:561',37,0.000301,0.003665,0.0081,?
1061,'2023/11/28 01:50:03:596',37,0.002925,-0.001249,0.005259,?
1062,'2023/11/28 01:50:03:629',37,0.001653,-0.001877,0.003129,?
1063,'2023/11/28 01:50:07:526',38,0.008807,0.009217,0.004417,?
1064,'2023/11/28 01:50:07:560',38,0.007601,0.012859,0.000376,?
1065,'2023/11/28 01:50:07:600',38,0.004579,0.005558,0.004952,?
1066,'2023/11/28 01:50:07:626',38,0.000915,0.010819,0.003747,?
1067,'2023/11/28 01:50:07:660',38,-0.001529,0.007826,-0.003837,?
1068,'2023/11/28 01:50:07:693',38,-0.00224,0.000777,-0.003866,?
1069,'2023/11/28 01:50:07:726',38,-0.008225,0.012804,0.003685,?
1070,'2023/11/28 01:50:07:760',38,0.00467,0.008608,0.004792,?
1071,'2023/11/28 01:50:07:793',38,0.010728,0.006904,0.003357,?
1072,'2023/11/28 01:50:07:827',38,0.007902,0.013374,0.000584,?
1073,'2023/11/28 01:50:07:860',38,0.008307,0.005234,0.003993,?
1074,'2023/11/28 01:50:07:903',38,0.003659,0.001293,0.002158,?
1075,'2023/11/28 01:50:07:928',38,-0.007196,0.002996,-0.003867,?
1076,'2023/11/28 01:50:07:962',38,-0.009718,0.001401,-0.004273,?
1077,'2023/11/28 01:50:07:994',38,-0.008812,0.001189,-0.005148,?
1078,'2023/11/28 01:50:08:029',38,0.001668,0.00065,0.000308,?
1079,'2023/11/28 01:50:08:060',38,0.006897,0.004164,0.003785,?
1080,'2023/11/28 01:50:08:094',38,0.005091,0.014841,0.001482,?
1081,'2023/11/28 01:50:08:130',38,0.00224,0.013316,0.008014,?
1082,'2023/11/28 01:50:08:161',38,-0.005623,0.012968,0.005014,?
1083,'2023/11/28 01:50:08:203',38,-0.006315,0.006242,-0.007105,?
1084,'2023/11/28 01:50:08:232',38,-0.004463,0.001288,-0.005715,?
1085,'2023/11/28 01:50:08:269',38,0.005333,0.002729,-0.004146,?
1086,'2023/11/28 01:50:08:294',38,0.008441,0.007349,0.002302,?
1087,'2023/11/28 01:50:08:327',38,0.009759,0.005999,0.00818,?
1088,'2023/11/28 01:50:08:360',38,0.000211,0.013797,0.008748,?
1089,'2023/11/28 01:50:08:394',38,0.003055,0.005522,0.010014,?
1090,'2023/11/28 01:50:08:427',38,0.001504,-0.006097,-0.000865,?
1091,'2023/11/28 01:50:08:460',38,-0.004415,-0.004871,-0.004861,?
1092,'2023/11/28 01:50:24:595',39,-0.005566,0.001263,-0.014136,?
1093,'2023/11/28 01:50:24:627',39,-0.001125,-0.00567,-0.014775,?
1094,'2023/11/28 01:50:24:680',39,0.000379,-0.005087,-0.014095,?
1095,'2023/11/28 01:50:24:693',39,-0.001711,-0.008164,-0.0089,?
1096,'2023/11/28 01:50:24:727',39,-0.003856,-0.005247,-0.009189,?
1097,'2023/11/28 01:50:24:760',39,-0.004193,-0.003858,-0.004041,?
1098,'2023/11/28 01:50:24:793',39,-0.007266,0.008418,-0.004286,?
1099,'2023/11/28 01:50:24:827',39,-0.002492,0.005652,0.006595,?
1100,'2023/11/28 01:50:24:859',39,0.002582,-0.010648,0.013255,?
1101,'2023/11/28 01:50:24:931',39,0.001635,-0.000205,0.013285,?
1102,'2023/11/28 01:50:24:931',39,0.007342,-0.00944,0.00595,?
1103,'2023/11/28 01:50:24:960',39,0.001251,-0.005126,-0.004961,?
1104,'2023/11/28 01:50:25:025',39,-0.00465,-0.005955,-0.023747,?
1105,'2023/11/28 01:50:25:025',39,-0.007102,-0.011506,-0.02984,?
1106,'2023/11/28 01:50:25:059',39,-0.009309,-0.007889,-0.033015,?
1107,'2023/11/28 01:50:25:094',39,-0.008853,0.00239,-0.017211,?
1108,'2023/11/28 01:50:25:131',39,-0.000362,0.005269,-0.012349,?
1109,'2023/11/28 01:50:25:165',39,0.004045,0.000077,-0.009061,?
1110,'2023/11/28 01:50:25:192',39,0.002888,0.000167,-0.002431,?
1111,'2023/11/28 01:50:25:233',39,0.006179,-0.006106,-0.000779,?
1112,'2023/11/28 01:50:25:259',39,0.001345,-0.00428,0.002674,?
1113,'2023/11/28 01:50:25:294',39,0.00109,-0.005939,-0.000963,?
1114,'2023/11/28 01:50:25:325',39,0.000787,-0.006829,-0.006002,?
1115,'2023/11/28 01:50:25:359',39,-0.001732,-0.000621,-0.006449,?
1116,'2023/11/28 01:50:25:395',39,0.002408,-0.000737,-0.005303,?
1117,'2023/11/28 01:50:25:426',39,0.001659,-0.001717,-0.001,?
1118,'2023/11/28 01:50:25:459',39,-0.002162,-0.001707,-0.002961,?
1119,'2023/11/28 01:50:25:493',39,-0.000475,0.003949,-0.001512,?
1120,'2023/11/28 01:50:25:542',39,0.004018,-0.003814,0.009314,?
1121,'2023/11/28 01:50:25:560',39,-0.007964,0.036766,-0.002499,?
1122,'2023/11/28 01:50:25:594',39,0.014624,0.001962,0.009549,?
1123,'2023/11/28 01:50:25:627',39,-0.001912,0.020848,0.002931,?
1124,'2023/11/28 01:50:25:660',39,0.006719,-0.002459,0.00987,?
1125,'2023/11/28 01:50:25:693',39,0.011102,-0.029001,0.005626,?
1126,'2023/11/28 01:50:25:729',39,-0.020634,-0.020621,-0.00659,?
